Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																												
Республики Беларусь ежедневно, за период с 01.01.2010 по 31.12.2010																												
																												
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 гривна (UAH)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 злотый (PLN)	1 исландская крона (ISK)	1 канадский доллар (CAD)	1 китайский юань (CNY)	1 крона (EEK)	1 кувейтский динар (KWD)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 новая турецкая лира (TRY)	1 норвежская крона (NOK)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 сом (KGS)	1 тенге (KZT)	1 турецкая лира (TRY)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	10 иен (JPY)
26.07.2010	 2 673,51 	 1 975,89 	 377,76 	 518,66 	 2 983,00 	 3 842,40 	 951,11 	 24,46 	 2 879,48 	 440,16 	 246,97 	 10 348,66 	 5 452,39 	 1 119,24 	 241,34 	 1 962,82 	 485,54 	 98,18 	 4 502,57 	 2 176,26 	 63,79 	 20,24 		 4 589,94 	 153,49 	 409,94 	 2 862,08 	 342,87 
27.07.2010	 2 671,41 	 1 968,54 	 377,15 	 516,53 	 2 978,00 	 3 846,68 	 953,27 	 24,40 	 2 875,63 	 439,17 	 246,06 	 10 335,97 	 5 432,32 	 1 115,15 	 242,31 	 1 962,44 	 481,53 	 98,28 	 4 505,57 	 2 181,21 	 63,39 	 20,21 		 4 607,56 	 153,05 	 406,78 	 2 827,30 	 341,95 
28.07.2010	 2 686,28 	 1 977,80 	 376,87 	 519,05 	 2 975,00 	 3 866,01 	 963,87 	 24,56 	 2 887,37 	 439,00 	 247,26 	 10 337,76 	 5 454,71 	 1 120,40 	 242,56 	 1 964,80 	 483,50 	 98,38 	 4 499,06 	 2 184,77 	 63,32 	 20,18 		 4 604,56 	 154,14 	 409,34 	 2 820,04 	 340,56 
29.07.2010	 2 660,24 	 1 977,53 	 376,86 	 519,12 	 2 975,00 	 3 873,75 	 967,84 	 24,62 	 2 886,39 	 438,85 	 247,21 	 10 337,76 	 5 457,71 	 1 120,32 	 242,66 	 1 969,94 	 482,23 	 98,49 	 4 508,55 	 2 181,40 	 63,32 	 20,15 		 4 636,98 	 154,47 	 407,46 	 2 804,35 	 337,82 
30.07.2010	 2 680,33 	 1 981,75 	 377,01 	 520,25 	 2 975,00 	 3 876,13 	 970,07 	 24,67 	 2 879,40 	 439,00 	 247,76 	 10 342,79 	 5 465,74 	 1 122,56 	 242,76 	 1 968,31 	 484,84 	 98,45 	 4 506,65 	 2 179,81 	 63,32 	 20,16 		 4 646,21 	 156,26 	 408,61 	 2 820,97 	 340,47 
31.07.2010	 2 674,96 	 1 983,13 	 376,79 	 520,47 	 2 974,00 	 3 883,75 	 967,63 	 24,71 	 2 878,30 	 439,08 	 247,92 	 10 340,39 	 5 474,96 	 1 123,98 	 243,47 	 1 966,41 	 486,83 	 98,52 	 4 525,39 	 2 185,80 	 63,30 	 20,13 		 4 646,88 	 156,37 	 410,66 	 2 864,85 	 344,63 
01.08.2010	 2 674,96 	 1 983,13 	 376,79 	 520,47 	 2 974,00 	 3 883,75 	 967,63 	 24,71 	 2 878,30 	 439,08 	 247,92 	 10 340,39 	 5 474,96 	 1 123,98 	 243,47 	 1 966,41 	 486,83 	 98,52 	 4 525,39 	 2 185,80 	 63,30 	 20,13 		 4 646,88 	 156,37 	 410,66 	 2 864,85 	 344,63 
02.08.2010	 2 674,96 	 1 983,13 	 376,79 	 520,47 	 2 974,00 	 3 883,75 	 967,63 	 24,71 	 2 878,30 	 439,08 	 247,92 	 10 340,39 	 5 474,96 	 1 123,98 	 243,47 	 1 966,41 	 486,83 	 98,52 	 4 525,39 	 2 185,80 	 63,30 	 20,13 		 4 646,88 	 156,37 	 410,66 	 2 864,85 	 344,63 
03.08.2010	 2 710,65 	 1 986,18 	 376,75 	 521,40 	 2 974,00 	 3 884,34 	 974,63 	 24,83 	 2 903,87 	 438,99 	 248,27 	 10 352,27 	 5 482,53 	 1 125,19 	 244,27 	 1 983,13 	 493,38 	 98,52 	 4 516,08 	 2 196,78 	 63,67 	 20,13 		 4 696,84 	 157,15 	 414,77 	 2 841,04 	 342,94 
04.08.2010	 2 708,87 	 2 009,87 	 376,81 	 527,69 	 2 974,00 	 3 925,68 	 986,66 	 25,10 	 2 902,60 	 439,07 	 251,26 	 10 379,19 	 5 548,51 	 1 138,63 	 244,37 	 1 990,70 	 499,05 	 99,24 	 4 528,60 	 2 200,03 	 63,67 	 20,14 		 4 741,00 	 159,34 	 419,97 	 2 868,16 	 345,47 
05.08.2010	 2 706,96 	 2 002,50 	 376,10 	 525,62 	 2 968,00 	 3 920,43 	 973,48 	 24,95 	 2 894,34 	 438,21 	 250,31 	 10 364,94 	 5 531,12 	 1 134,30 	 245,49 	 1 977,35 	 495,67 	 99,61 	 4 551,49 	 2 192,51 	 63,54 	 20,12 		 4 728,32 	 157,83 	 417,09 	 2 848,51 	 347,18 
06.08.2010	 2 716,36 	 1 997,71 	 376,33 	 524,31 	 2 970,00 	 3 902,28 	 979,87 	 24,88 	 2 928,99 	 438,54 	 249,69 	 10 358,54 	 5 517,37 	 1 131,60 	 246,58 	 1 974,87 	 495,14 	 99,45 	 4 553,40 	 2 196,26 	 63,59 	 20,16 		 4 707,15 	 157,94 	 415,51 	 2 826,55 	 344,13 
07.08.2010	 2 725,05 	 2 004,79 	 376,76 	 526,13 	 2 973,00 	 3 925,55 	 983,13 	 25,22 	 2 924,02 	 439,18 	 250,56 	 10 372,62 	 5 534,77 	 1 135,38 	 249,60 	 1 985,18 	 497,55 	 99,66 	 4 552,61 	 2 201,08 	 63,65 	 20,17 		 4 721,12 	 158,45 	 417,96 	 2 841,58 	 345,42 
08.08.2010	 2 725,05 	 2 004,79 	 376,76 	 526,13 	 2 973,00 	 3 925,55 	 983,13 	 25,22 	 2 924,02 	 439,18 	 250,56 	 10 372,62 	 5 534,77 	 1 135,38 	 249,60 	 1 985,18 	 497,55 	 99,66 	 4 552,61 	 2 201,08 	 63,65 	 20,17 		 4 721,12 	 158,45 	 417,96 	 2 841,58 	 345,42 
09.08.2010	 2 725,05 	 2 004,79 	 376,76 	 526,13 	 2 973,00 	 3 925,55 	 983,13 	 25,22 	 2 924,02 	 439,18 	 250,56 	 10 372,62 	 5 534,77 	 1 135,38 	 249,60 	 1 985,18 	 497,55 	 99,66 	 4 552,61 	 2 201,08 	 63,65 	 20,17 		 4 721,12 	 158,45 	 417,96 	 2 841,58 	 345,42 
10.08.2010	 2 730,32 	 2 017,18 	 376,45 	 529,48 	 2 970,00 	 3 947,13 	 989,44 	 25,37 	 2 890,79 	 438,94 	 252,13 	 10 387,88 	 5 569,62 	 1 142,62 	 249,58 	 1 994,90 	 499,63 	 99,60 	 4 541,31 	 2 205,15 	 63,65 	 20,16 		 4 733,44 	 158,95 	 419,76 	 2 854,95 	 346,80 
11.08.2010	 2 715,09 	 2 003,37 	 376,83 	 525,87 	 2 973,00 	 3 916,93 	 985,50 	 25,29 	 2 882,07 	 439,03 	 250,40 	 10 371,53 	 5 530,65 	 1 134,78 	 249,47 	 1 985,97 	 495,45 	 99,02 	 4 562,99 	 2 197,18 	 63,61 	 20,18 		 4 699,87 	 158,15 	 416,67 	 2 823,09 	 347,03 
12.08.2010	 2 694,52 	 1 991,11 	 377,69 	 522,70 	 2 980,00 	 3 891,28 	 975,47 	 25,22 	 2 879,51 	 439,91 	 248,90 	 10 392,33 	 5 497,14 	 1 127,81 	 250,66 	 1 979,01 	 488,36 	 98,66 	 4 552,07 	 2 192,87 	 63,76 	 20,22 		 4 708,70 	 157,37 	 411,47 	 2 825,18 	 350,14 
13.08.2010	 2 703,56 	 1 997,80 	 378,96 	 524,46 	 2 990,00 	 3 861,59 	 978,74 	 25,31 	 2 889,17 	 441,38 	 249,73 	 10 427,20 	 5 515,59 	 1 131,59 	 251,50 	 1 985,66 	 490,00 	 98,20 	 4 567,34 	 2 200,23 	 63,97 	 20,28 		 4 724,50 	 157,90 	 412,85 	 2 834,66 	 351,31 
14.08.2010	 2 692,95 	 1 964,16 	 379,14 	 515,60 	 2 992,00 	 3 854,00 	 962,26 	 25,02 	 2 882,33 	 440,45 	 245,51 	 10 402,98 	 5 422,75 	 1 112,47 	 250,66 	 1 976,87 	 485,89 	 98,36 	 4 530,52 	 2 200,49 	 64,01 	 20,30 		 4 677,99 	 154,87 	 405,29 	 2 843,16 	 348,21 
15.08.2010	 2 692,95 	 1 964,16 	 379,14 	 515,60 	 2 992,00 	 3 854,00 	 962,26 	 25,02 	 2 882,33 	 440,45 	 245,51 	 10 402,98 	 5 422,75 	 1 112,47 	 250,66 	 1 976,87 	 485,89 	 98,36 	 4 530,52 	 2 200,49 	 64,01 	 20,30 		 4 677,99 	 154,87 	 405,29 	 2 843,16 	 348,21 
16.08.2010	 2 692,95 	 1 964,16 	 379,14 	 515,60 	 2 992,00 	 3 854,00 	 962,26 	 25,02 	 2 882,33 	 440,45 	 245,51 	 10 402,98 	 5 422,75 	 1 112,47 	 250,66 	 1 976,87 	 485,89 	 98,36 	 4 530,52 	 2 200,49 	 64,01 	 20,30 		 4 677,99 	 154,87 	 405,29 	 2 843,16 	 348,21 
17.08.2010	 2 672,57 	 1 961,71 	 379,80 	 514,98 	 2 997,00 	 3 845,15 	 960,52 	 25,03 	 2 886,17 	 440,53 	 245,19 	 10 405,17 	 5 415,12 	 1 111,21 	 248,51 	 1 981,49 	 482,33 	 98,20 	 4 531,64 	 2 197,21 	 64,65 	 20,34 		 4 670,08 	 154,37 	 402,90 	 2 878,27 	 349,18 
18.08.2010	 2 700,74 	 1 969,87 	 379,42 	 517,21 	 2 994,00 	 3 853,58 	 969,53 	 25,18 	 2 877,60 	 440,65 	 246,25 	 10 400,71 	 5 438,20 	 1 115,87 	 244,71 	 1 998,66 	 488,12 	 98,32 	 4 528,25 	 2 208,29 	 64,59 	 20,33 		 4 683,07 	 155,15 	 409,17 	 2 884,67 	 351,14 
19.08.2010	 2 697,60 	 1 970,27 	 379,67 	 517,28 	 2 996,00 	 3 845,07 	 974,96 	 25,10 	 2 902,54 	 441,06 	 246,25 	 10 408,74 	 5 440,35 	 1 115,85 	 241,61 	 1 998,47 	 486,41 	 98,47 	 4 542,48 	 2 210,58 	 64,63 	 20,36 		 4 658,03 	 155,10 	 408,22 	 2 875,38 	 350,70 
20.08.2010	 2 688,75 	 1 960,84 	 380,07 	 514,79 	 2 999,00 	 3 833,92 	 970,05 	 25,02 	 2 912,64 	 441,65 	 245,10 	 10 407,23 	 5 415,80 	 1 110,66 	 240,11 	 1 994,02 	 483,26 	 98,45 	 4 549,09 	 2 215,57 	 64,70 	 20,38 		 4 655,65 	 154,64 	 405,30 	 2 874,95 	 349,64 
21.08.2010	 2 671,37 	 1 965,51 	 379,95 	 516,00 	 2 998,00 	 3 843,74 	 969,44 	 25,08 	 2 881,17 	 441,64 	 245,66 	 10 407,01 	 5 428,21 	 1 113,50 	 241,19 	 1 978,23 	 483,65 	 98,26 	 4 540,17 	 2 213,69 	 64,67 	 20,38 		 4 663,24 	 154,85 	 406,04 	 2 908,56 	 351,14 
22.08.2010	 2 671,37 	 1 965,51 	 379,95 	 516,00 	 2 998,00 	 3 843,74 	 969,44 	 25,08 	 2 881,17 	 441,64 	 245,66 	 10 407,01 	 5 428,21 	 1 113,50 	 241,19 	 1 978,23 	 483,65 	 98,26 	 4 540,17 	 2 213,69 	 64,67 	 20,38 		 4 663,24 	 154,85 	 406,04 	 2 908,56 	 351,14 
23.08.2010	 2 671,37 	 1 965,51 	 379,95 	 516,00 	 2 998,00 	 3 843,74 	 969,44 	 25,08 	 2 881,17 	 441,64 	 245,66 	 10 407,01 	 5 428,21 	 1 113,50 	 241,19 	 1 978,23 	 483,65 	 98,26 	 4 540,17 	 2 213,69 	 64,67 	 20,38 		 4 663,24 	 154,85 	 406,04 	 2 908,56 	 351,14 
24.08.2010	 2 680,76 	 1 952,63 	 380,86 	 512,61 	 3 005,00 	 3 813,95 	 959,76 	 24,98 	 2 866,27 	 442,00 	 244,03 	 10 413,24 	 5 391,59 	 1 106,00 	 244,51 	 1 980,17 	 481,71 	 98,19 	 4 531,51 	 2 215,91 	 64,66 	 20,41 		 4 681,34 	 153,88 	 405,55 	 2 905,07 	 351,94 
25.08.2010	 2 662,14 	 1 943,24 	 381,88 	 510,32 	 3 013,00 	 3 801,80 	 946,13 	 24,98 	 2 846,08 	 443,13 	 242,95 	 10 449,11 	 5 369,33 	 1 100,76 	 245,96 	 1 963,83 	 478,37 	 97,96 	 4 546,92 	 2 210,24 	 64,83 	 20,47 		 4 637,61 	 153,04 	 403,65 	 2 887,95 	 356,95 
26.08.2010	 2 677,52 	 1 958,32 	 381,75 	 513,85 	 3 012,00 	 3 810,18 	 959,48 	 25,08 	 2 846,88 	 443,11 	 244,85 	 10 438,04 	 5 407,06 	 1 109,15 	 247,49 	 1 975,15 	 480,69 	 97,49 	 4 536,86 	 2 219,68 	 64,81 	 20,45 		 4 656,25 	 153,83 	 404,79 	 2 930,25 	 356,09 
27.08.2010	 2 674,81 	 1 958,90 	 381,76 	 514,54 	 3 012,00 	 3 833,07 	 960,67 	 25,09 	 2 854,98 	 443,00 	 244,93 	 10 447,81 	 5 408,03 	 1 109,70 	 247,49 	 1 977,87 	 479,96 	 97,72 	 4 540,14 	 2 222,55 	 64,81 	 20,46 		 4 686,52 	 153,92 	 407,05 	 2 924,56 	 355,61 
28.08.2010	 2 672,28 	 1 958,04 	 381,51 	 514,12 	 3 010,00 	 3 832,03 	 961,49 	 25,08 	 2 841,23 	 442,75 	 244,73 	 10 440,51 	 5 404,92 	 1 109,08 	 247,43 	 1 978,70 	 478,73 	 98,06 	 4 547,57 	 2 221,16 	 64,77 	 20,46 		 4 670,77 	 154,63 	 407,76 	 2 940,31 	 355,75 
29.08.2010	 2 672,28 	 1 958,04 	 381,51 	 514,12 	 3 010,00 	 3 832,03 	 961,49 	 25,08 	 2 841,23 	 442,75 	 244,73 	 10 440,51 	 5 404,92 	 1 109,08 	 247,43 	 1 978,70 	 478,73 	 98,06 	 4 547,57 	 2 221,16 	 64,77 	 20,46 		 4 670,77 	 154,63 	 407,76 	 2 940,31 	 355,75 
30.08.2010	 2 672,28 	 1 958,04 	 381,51 	 514,12 	 3 010,00 	 3 832,03 	 961,49 	 25,08 	 2 841,23 	 442,75 	 244,73 	 10 440,51 	 5 404,92 	 1 109,08 	 247,43 	 1 978,70 	 478,73 	 98,06 	 4 547,57 	 2 221,16 	 64,77 	 20,46 		 4 670,77 	 154,63 	 407,76 	 2 940,31 	 355,75 
31.08.2010	 2 706,88 	 1 960,04 	 382,04 	 514,80 	 3 012,00 	 3 832,77 	 965,11 	 24,99 	 2 871,85 	 442,77 	 245,04 	 10 445,46 	 5 409,97 	 1 110,31 	 247,60 	 1 987,66 	 481,74 	 98,23 	 4 550,77 	 2 225,01 	 64,48 	 20,46 		 4 686,37 	 154,98 	 408,77 	 2 927,40 	 354,52 
01.09.2010	 2 680,80 	 1 950,81 	 382,17 	 512,45 	 3 014,00 	 3 813,92 	 952,76 	 24,90 	 2 841,12 	 442,65 	 243,85 	 10 443,34 	 5 379,74 	 1 105,02 	 247,76 	 1 969,61 	 476,05 	 97,65 	 4 548,52 	 2 221,24 	 64,52 	 20,46 		 4 645,33 	 153,71 	 405,95 	 2 949,12 	 357,74 
02.09.2010	 2 714,86 	 1 962,89 	 382,18 	 515,64 	 3 015,00 	 3 830,26 	 962,26 	 25,04 	 2 838,05 	 442,66 	 245,39 	 10 466,39 	 5 416,33 	 1 111,85 	 246,83 	 1 977,63 	 480,03 	 97,89 	 4 549,36 	 2 230,36 	 64,55 	 20,48 		 4 645,81 	 155,09 	 410,83 	 2 969,57 	 358,10 
03.09.2010	 2 735,36 	 1 972,46 	 381,40 	 518,11 	 3 015,00 	 3 853,47 	 971,80 	 25,13 	 2 864,47 	 442,69 	 246,53 	 10 469,66 	 5 441,75 	 1 117,10 	 246,73 	 1 991,15 	 488,28 	 98,25 	 4 566,88 	 2 236,73 	 64,55 	 20,47 		 4 640,54 	 156,05 	 414,86 	 2 974,55 	 358,22 
04.09.2010	 2 743,80 	 1 978,41 	 381,40 	 519,64 	 3 015,00 	 3 866,13 	 976,53 	 25,37 	 2 860,80 	 443,22 	 247,26 	 10 475,12 	 5 459,48 	 1 120,84 	 244,34 	 1 997,55 	 491,00 	 98,23 	 4 568,54 	 2 238,31 	 64,55 	 20,47 		 4 654,86 	 156,40 	 415,71 	 2 974,25 	 357,71 
05.09.2010	 2 743,80 	 1 978,41 	 381,40 	 519,64 	 3 015,00 	 3 866,13 	 976,53 	 25,37 	 2 860,80 	 443,22 	 247,26 	 10 475,12 	 5 459,48 	 1 120,84 	 244,34 	 1 997,55 	 491,00 	 98,23 	 4 568,54 	 2 238,31 	 64,55 	 20,47 		 4 654,86 	 156,40 	 415,71 	 2 974,25 	 357,71 
06.09.2010	 2 743,80 	 1 978,41 	 381,40 	 519,64 	 3 015,00 	 3 866,13 	 976,53 	 25,37 	 2 860,80 	 443,22 	 247,26 	 10 475,12 	 5 459,48 	 1 120,84 	 244,34 	 1 997,55 	 491,00 	 98,23 	 4 568,54 	 2 238,31 	 64,55 	 20,47 		 4 654,86 	 156,40 	 415,71 	 2 974,25 	 357,71 
07.09.2010	 2 763,06 	 1 986,15 	 380,30 	 521,80 	 3 012,00 	 3 886,68 	 989,59 	 25,73 	 2 902,57 	 443,79 	 248,30 	 10 477,07 	 5 480,85 	 1 125,20 	 243,41 	 2 010,55 	 493,88 	 98,51 	 4 563,99 	 2 242,74 	 64,29 	 20,45 		 4 654,14 	 157,24 	 417,70 	 2 963,11 	 357,91 
08.09.2010	 2 760,32 	 1 979,39 	 382,01 	 519,96 	 3 026,00 	 3 871,77 	 980,81 	 25,64 	 2 906,68 	 445,57 	 247,40 	 10 521,56 	 5 460,62 	 1 121,16 	 244,55 	 2 004,70 	 490,95 	 98,47 	 4 585,21 	 2 244,47 	 64,59 	 20,53 		 4 658,53 	 156,41 	 415,00 	 2 995,30 	 360,65 
09.09.2010	 2 773,81 	 1 964,22 	 381,85 	 516,03 	 3 030,00 	 3 849,31 	 973,89 	 25,53 	 2 889,43 	 445,80 	 245,65 	 10 519,92 	 5 418,94 	 1 112,64 	 244,60 	 2 002,64 	 487,02 	 98,10 	 4 584,24 	 2 252,54 	 64,67 	 20,54 		 4 681,35 	 155,56 	 414,00 	 3 005,36 	 362,20 
10.09.2010	 2 800,52 	 1 966,67 	 382,56 	 516,61 	 3 033,00 	 3 847,97 	 973,24 	 25,57 	 2 926,48 	 446,96 	 245,81 	 10 525,77 	 5 425,76 	 1 114,15 	 244,89 	 1 999,67 	 488,80 	 98,22 	 4 586,14 	 2 258,88 	 64,74 	 20,56 		 4 674,00 	 155,65 	 415,78 	 2 989,50 	 362,32 
11.09.2010	 2 800,04 	 1 972,99 	 382,87 	 518,27 	 3 031,00 	 3 854,52 	 982,02 	 25,61 	 2 937,16 	 447,84 	 246,65 	 10 518,83 	 5 445,07 	 1 117,58 	 244,16 	 2 007,88 	 491,60 	 98,11 	 4 585,48 	 2 261,27 	 64,70 	 20,57 		 4 683,35 	 156,42 	 419,05 	 2 971,57 	 361,20 
