Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																																																
Республики Беларусь, за период с 29.03.1995 по 31.12.1995																																																
																																																
Дата	1 австралийский доллар (AUD)	1 австрийский шиллинг (ATS)	1 азербайджанский манат (AZM)	1 армянский драм (AMD)	1 болгарский лев (BGL)	1 венгерский форинт (HUF)	1 грузинский лари (GEL)	1 датская крона (DKK)	1 доллар США (USD)	1 ирландский фунт (IEP)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 немецкая марка (DEM)	1 нидерландский гульден (NLG)	1 норвежская крона (NOK)	1 польский злотый (PLZ)	1 российский рубль (RUR)	1 румынский лей (ROL)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 словацкая крона (SKK)	1 таджикский рубль (TJR)	1 туркменский манат (TMM)	1 узбекский сум (UZS)	1 финляндская марка (FIM)	1 французский франк (FRF)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 Экю (XEU)	1 эстонская крона (EEK)	10 бельгийских франков (BEF)	10 греческих драхм (GRD)	10 грузинских купонов (GEK)	10 иен (JPY)	10 испанских песет (ESP)	10 ливанских фунтов (LBP)	10 португальских эскудо (PTE)	10 турецких лир (TRL)	10 украинских карбованцев (UAK)	100 итальянских лир (ITL)
29.03.1995	 8 398,49 	 1 174,21 	 1,50 	 15,00 			 0,00 	 2 083,45 	 11 600,00 	 18 622,57 	 180,26 	 150,00 	 8 285,71 	 39 215,69 	 1 060,00 	 22 390,00 	 2 900,00 	 2 620,00 	 8 265,05 	 7 374,44 	 1 856,59 		 2,33 		 17 931,95 	 8 171,89 		 0,01 	 150,00 	 45,00 	 2 649,61 	 2 347,23 	 18 560,00 		 1 591,72 	 10 017,27 	 15 106,13 	 1 033,87 	 4 013,84 	 506,00 		 1 300,45 	 900,13 	 70,99 	 786,71 	 2,76 	 0,83 	 682,35 
30.03.1995	 8 398,49 	 1 174,21 	 1,50 	 15,00 			 0,00 	 2 083,45 	 11 600,00 	 18 622,57 	 180,26 	 150,00 	 8 285,71 	 39 215,69 	 1 060,00 	 22 390,00 	 2 900,00 	 2 620,00 	 8 265,05 	 7 374,44 	 1 856,59 		 2,33 		 17 931,95 	 8 171,89 		 0,01 	 150,00 	 45,00 	 2 649,61 	 2 347,23 	 18 560,00 		 1 591,72 	 10 017,27 	 15 106,13 	 1 033,87 	 4 013,84 	 506,00 		 1 300,45 	 900,13 	 70,99 	 786,71 	 2,76 	 0,83 	 682,35 
31.03.1995	 8 373,81 	 1 191,95 	 1,50 	 15,00 			 0,00 	 2 096,19 	 11 550,00 	 18 653,10 	 180,47 	 150,00 	 8 250,00 	 39 020,27 	 1 055,00 	 22 290,00 	 2 880,00 	 2 600,00 	 8 387,80 	 7 492,70 	 1 868,93 		 2,28 		 17 761,03 	 8 136,67 		 0,01 	 150,00 	 45,00 	 2 655,17 	 2 372,64 	 18 620,02 		 1 560,81 	 10 158,31 	 15 275,76 	 1 030,33 	 4 071,20 	 511,29 		 1 308,78 	 903,76 	 70,69 	 791,64 	 2,80 	 0,81 	 673,47 
01.04.1995	 8 373,81 	 1 191,95 	 1,50 	 15,00 			 0,00 	 2 096,19 	 11 550,00 	 18 653,10 	 180,47 	 150,00 	 8 250,00 	 39 020,27 	 1 055,00 	 22 290,00 	 2 880,00 	 2 600,00 	 8 387,80 	 7 492,70 	 1 868,93 		 2,28 		 17 761,03 	 8 136,67 		 0,01 	 150,00 	 45,00 	 2 655,17 	 2 372,64 	 18 620,02 		 1 560,81 	 10 158,31 	 15 275,76 	 1 030,33 	 4 071,20 	 511,29 		 1 308,78 	 903,76 	 70,69 	 791,64 	 2,80 	 0,81 	 673,47 
02.04.1995	 8 373,81 	 1 191,95 	 1,50 	 15,00 			 0,00 	 2 096,19 	 11 550,00 	 18 653,10 	 180,47 	 150,00 	 8 250,00 	 39 020,27 	 1 055,00 	 22 290,00 	 2 880,00 	 2 600,00 	 8 387,80 	 7 492,70 	 1 868,93 		 2,28 		 17 761,03 	 8 136,67 		 0,01 	 150,00 	 45,00 	 2 655,17 	 2 372,64 	 18 620,02 		 1 560,81 	 10 158,31 	 15 275,76 	 1 030,33 	 4 071,20 	 511,29 		 1 308,78 	 903,76 	 70,69 	 791,64 	 2,80 	 0,81 	 673,47 
03.04.1995	 8 373,81 	 1 191,95 	 1,50 	 15,00 			 0,00 	 2 096,19 	 11 550,00 	 18 653,10 	 180,47 	 150,00 	 8 250,00 	 39 020,27 	 1 055,00 	 22 290,00 	 2 880,00 	 2 600,00 	 8 387,80 	 7 492,70 	 1 868,93 		 2,28 		 17 761,03 	 8 136,67 		 0,01 	 150,00 	 45,00 	 2 655,17 	 2 372,64 	 18 620,02 		 1 560,81 	 10 158,31 	 15 275,76 	 1 030,33 	 4 071,20 	 511,29 		 1 308,78 	 903,76 	 70,69 	 791,64 	 2,80 	 0,81 	 673,47 
04.04.1995	 8 373,81 	 1 191,95 	 1,50 	 15,00 			 0,00 	 2 096,19 	 11 550,00 	 18 653,10 	 180,47 	 150,00 	 8 250,00 	 39 020,27 	 1 055,00 	 22 290,00 	 2 880,00 	 2 600,00 	 8 387,80 	 7 492,70 	 1 868,93 		 2,28 		 17 761,03 	 8 136,67 		 0,01 	 150,00 	 45,00 	 2 655,17 	 2 372,64 	 18 620,02 		 1 560,81 	 10 158,31 	 15 275,76 	 1 030,33 	 4 071,20 	 511,29 		 1 308,78 	 903,76 	 70,69 	 791,64 	 2,80 	 0,81 	 673,47 
05.04.1995	 8 421,21 	 1 194,37 	 1,50 	 15,00 			 0,00 	 2 121,65 	 11 500,00 	 18 563,36 	 182,37 	 150,00 	 8 227,21 	 39 343,14 	 1 055,00 	 22 460,00 	 2 875,00 	 2 590,00 	 8 404,59 	 7 505,06 	 1 868,55 		 2,30 		 17 890,48 	 8 173,42 		 0,01 	 150,00 	 45,00 	 2 677,28 	 2 392,94 	 18 554,37 		 1 560,74 	 10 283,47 	 15 280,36 	 1 041,67 	 4 085,69 	 510,09 		 1 336,28 	 909,09 	 70,38 	 790,38 	 2,74 	 0,82 	 665,51 
06.04.1995	 8 421,21 	 1 194,37 	 1,50 	 15,00 			 0,00 	 2 121,65 	 11 500,00 	 18 563,36 	 182,37 	 150,00 	 8 227,21 	 39 343,14 	 1 055,00 	 22 460,00 	 2 875,00 	 2 590,00 	 8 404,59 	 7 505,06 	 1 868,55 		 2,30 		 17 890,48 	 8 173,42 		 0,01 	 150,00 	 45,00 	 2 677,28 	 2 392,94 	 18 554,37 		 1 560,74 	 10 283,47 	 15 280,36 	 1 041,67 	 4 085,69 	 510,09 		 1 336,28 	 909,09 	 70,38 	 790,38 	 2,74 	 0,82 	 665,51 
07.04.1995	 8 504,03 	 1 194,31 	 1,50 	 15,00 			 0,00 	 2 125,69 	 11 500,00 	 18 608,41 	 183,12 	 150,00 	 8 255,56 	 39 329,69 	 1 055,00 	 22 460,00 	 2 875,00 	 2 590,00 	 8 412,58 	 7 508,98 	 1 873,27 		 2,30 		 18 016,61 	 8 190,88 		 0,01 	 150,00 	 45,00 	 2 703,34 	 2 410,40 	 18 515,54 		 1 558,27 	 10 267,86 	 15 317,00 	 1 031,39 	 4 089,62 	 509,98 		 1 348,18 	 920,00 	 70,38 	 794,20 	 2,74 	 0,79 	 673,30 
08.04.1995	 8 504,03 	 1 194,31 	 1,50 	 15,00 			 0,00 	 2 125,69 	 11 500,00 	 18 608,41 	 183,12 	 150,00 	 8 255,56 	 39 329,69 	 1 055,00 	 22 460,00 	 2 875,00 	 2 590,00 	 8 412,58 	 7 508,98 	 1 873,27 		 2,30 		 18 016,61 	 8 190,88 		 0,01 	 150,00 	 45,00 	 2 703,34 	 2 410,40 	 18 515,54 		 1 558,27 	 10 267,86 	 15 317,00 	 1 031,39 	 4 089,62 	 509,98 		 1 348,18 	 920,00 	 70,38 	 794,20 	 2,74 	 0,79 	 673,30 
09.04.1995	 8 504,03 	 1 194,31 	 1,50 	 15,00 			 0,00 	 2 125,69 	 11 500,00 	 18 608,41 	 183,12 	 150,00 	 8 255,56 	 39 329,69 	 1 055,00 	 22 460,00 	 2 875,00 	 2 590,00 	 8 412,58 	 7 508,98 	 1 873,27 		 2,30 		 18 016,61 	 8 190,88 		 0,01 	 150,00 	 45,00 	 2 703,34 	 2 410,40 	 18 515,54 		 1 558,27 	 10 267,86 	 15 317,00 	 1 031,39 	 4 089,62 	 509,98 		 1 348,18 	 920,00 	 70,38 	 794,20 	 2,74 	 0,79 	 673,30 
10.04.1995	 8 504,03 	 1 194,31 	 1,50 	 15,00 			 0,00 	 2 125,69 	 11 500,00 	 18 608,41 	 183,12 	 150,00 	 8 255,56 	 39 329,69 	 1 055,00 	 22 460,00 	 2 875,00 	 2 590,00 	 8 412,58 	 7 508,98 	 1 873,27 		 2,30 		 18 016,61 	 8 190,88 		 0,01 	 150,00 	 45,00 	 2 703,34 	 2 410,40 	 18 515,54 		 1 558,27 	 10 267,86 	 15 317,00 	 1 031,39 	 4 089,62 	 509,98 		 1 348,18 	 920,00 	 70,38 	 794,20 	 2,74 	 0,79 	 673,30 
11.04.1995	 8 504,03 	 1 194,31 	 1,50 	 15,00 			 0,00 	 2 125,69 	 11 500,00 	 18 608,41 	 183,12 	 150,00 	 8 255,56 	 39 329,69 	 1 055,00 	 22 460,00 	 2 875,00 	 2 590,00 	 8 412,58 	 7 508,98 	 1 873,27 		 2,30 		 18 016,61 	 8 190,88 		 0,01 	 150,00 	 45,00 	 2 703,34 	 2 410,40 	 18 515,54 		 1 558,27 	 10 267,86 	 15 317,00 	 1 031,39 	 4 089,62 	 509,98 		 1 348,18 	 920,00 	 70,38 	 794,20 	 2,74 	 0,79 	 673,30 
12.04.1995	 8 497,12 	 1 157,87 	 1,50 	 15,00 			 0,00 	 2 071,14 	 11 500,00 	 18 482,80 	 181,19 	 150,00 	 8 360,60 	 39 249,15 	 1 055,00 	 22 680,00 	 2 875,00 	 2 575,00 	 8 150,25 	 7 277,10 	 1 823,23 		 2,29 		 18 070,96 	 8 199,64 		 0,01 	 150,00 	 45,00 	 2 665,99 	 2 341,11 	 18 335,46 		 1 561,21 	 9 907,81 	 15 040,54 	 1 051,19 	 3 966,89 	 503,17 		 1 368,23 	 912,99 	 70,47 	 775,46 	 2,71 	 0,79 	 665,32 
13.04.1995	 8 497,12 	 1 157,87 	 1,50 	 15,00 			 0,00 	 2 071,14 	 11 500,00 	 18 482,80 	 181,19 	 150,00 	 8 360,60 	 39 249,15 	 1 055,00 	 22 680,00 	 2 875,00 	 2 575,00 	 8 150,25 	 7 277,10 	 1 823,23 		 2,29 		 18 070,96 	 8 199,64 		 0,01 	 150,00 	 45,00 	 2 665,99 	 2 341,11 	 18 335,46 		 1 561,21 	 9 907,81 	 15 040,54 	 1 051,19 	 3 966,89 	 503,17 		 1 368,23 	 912,99 	 70,47 	 775,46 	 2,71 	 0,79 	 665,32 
14.04.1995	 8 527,36 	 1 167,39 	 1,50 	 15,00 			 0,00 	 2 092,35 	 11 500,00 	 18 665,80 	 180,51 	 150,00 	 8 355,74 	 39 296,09 	 1 055,00 	 22 680,00 	 2 875,00 	 2 550,00 	 8 217,22 	 7 337,93 	 1 837,77 		 2,27 		 18 070,96 	 8 221,92 		 0,01 	 150,00 	 45,00 	 2 677,91 	 2 362,61 	 18 347,16 		 1 571,83 	 9 956,71 	 15 157,51 	 1 051,19 	 4 001,11 	 506,38 		 1 380,88 	 926,00 	 70,42 	 781,14 	 2,69 	 0,79 	 674,39 
15.04.1995	 8 527,36 	 1 167,39 	 1,50 	 15,00 			 0,00 	 2 092,35 	 11 500,00 	 18 665,80 	 180,51 	 150,00 	 8 355,74 	 39 296,09 	 1 055,00 	 22 680,00 	 2 875,00 	 2 550,00 	 8 217,22 	 7 337,93 	 1 837,77 		 2,27 		 18 070,96 	 8 221,92 		 0,01 	 150,00 	 45,00 	 2 677,91 	 2 362,61 	 18 347,16 		 1 571,83 	 9 956,71 	 15 157,51 	 1 051,19 	 4 001,11 	 506,38 		 1 380,88 	 926,00 	 70,42 	 781,14 	 2,69 	 0,79 	 674,39 
16.04.1995	 8 527,36 	 1 167,39 	 1,50 	 15,00 			 0,00 	 2 092,35 	 11 500,00 	 18 665,80 	 180,51 	 150,00 	 8 355,74 	 39 296,09 	 1 055,00 	 22 680,00 	 2 875,00 	 2 550,00 	 8 217,22 	 7 337,93 	 1 837,77 		 2,27 		 18 070,96 	 8 221,92 		 0,01 	 150,00 	 45,00 	 2 677,91 	 2 362,61 	 18 347,16 		 1 571,83 	 9 956,71 	 15 157,51 	 1 051,19 	 4 001,11 	 506,38 		 1 380,88 	 926,00 	 70,42 	 781,14 	 2,69 	 0,79 	 674,39 
17.04.1995	 8 527,36 	 1 167,39 	 1,50 	 15,00 			 0,00 	 2 092,35 	 11 500,00 	 18 665,80 	 180,51 	 150,00 	 8 355,74 	 39 296,09 	 1 055,00 	 22 680,00 	 2 875,00 	 2 550,00 	 8 217,22 	 7 337,93 	 1 837,77 		 2,27 		 18 070,96 	 8 221,92 		 0,01 	 150,00 	 45,00 	 2 677,91 	 2 362,61 	 18 347,16 		 1 571,83 	 9 956,71 	 15 157,51 	 1 051,19 	 4 001,11 	 506,38 		 1 380,88 	 926,00 	 70,42 	 781,14 	 2,69 	 0,79 	 674,39 
18.04.1995	 8 527,36 	 1 167,39 	 1,50 	 15,00 			 0,00 	 2 092,35 	 11 500,00 	 18 665,80 	 180,51 	 150,00 	 8 355,74 	 39 296,09 	 1 055,00 	 22 680,00 	 2 875,00 	 2 550,00 	 8 217,22 	 7 337,93 	 1 837,77 		 2,27 		 18 070,96 	 8 221,92 		 0,01 	 150,00 	 45,00 	 2 677,91 	 2 362,61 	 18 347,16 		 1 571,83 	 9 956,71 	 15 157,51 	 1 051,19 	 4 001,11 	 506,38 		 1 380,88 	 926,00 	 70,42 	 781,14 	 2,69 	 0,79 	 674,39 
19.04.1995	 8 569,94 	 1 193,44 	 1,50 	 15,00 			 0,00 	 2 132,59 	 11 500,00 	 18 958,13 	 180,48 	 150,00 	 8 411,97 	 39 580,11 	 1 055,00 	 22 680,00 	 2 875,00 	 2 550,00 	 8 395,39 	 7 499,18 	 1 875,56 		 2,25 		 17 979,99 	 8 240,77 		 0,01 	 150,00 	 45,00 	 2 719,13 	 2 398,58 	 18 626,50 		 1 585,07 	 10 186,01 	 15 417,62 	 1 027,70 	 4 085,69 	 516,20 		 1 411,22 	 941,85 	 70,47 	 796,45 	 2,72 	 0,77 	 679,87 
20.04.1995	 8 569,94 	 1 193,44 	 1,50 	 15,00 			 0,00 	 2 132,59 	 11 500,00 	 18 958,13 	 180,48 	 150,00 	 8 411,97 	 39 580,11 	 1 055,00 	 22 680,00 	 2 875,00 	 2 550,00 	 8 395,39 	 7 499,18 	 1 875,56 		 2,25 		 17 979,99 	 8 240,77 		 0,01 	 150,00 	 45,00 	 2 719,13 	 2 398,58 	 18 626,50 		 1 585,07 	 10 186,01 	 15 417,62 	 1 027,70 	 4 085,69 	 516,20 		 1 411,22 	 941,85 	 70,47 	 796,45 	 2,72 	 0,77 	 679,87 
21.04.1995	 8 463,97 	 1 190,48 	 1,50 	 15,00 			 0,00 	 2 123,34 	 11 500,00 	 18 803,14 	 184,00 	 150,00 	 8 406,43 	 39 559,68 	 1 055,00 	 22 680,00 	 2 875,00 	 2 550,00 	 8 381,92 	 7 486,98 	 1 859,49 		 2,23 		 18 270,50 	 8 231,93 		 0,01 	 150,00 	 45,00 	 2 695,73 	 2 369,42 	 18 503,62 		 1 569,32 	 10 145,57 	 15 306,80 	 1 027,70 	 4 074,40 	 513,85 		 1 399,03 	 928,17 	 70,47 	 792,56 	 2,69 	 0,80 	 665,89 
22.04.1995	 8 463,97 	 1 190,48 	 1,50 	 15,00 			 0,00 	 2 123,34 	 11 500,00 	 18 803,14 	 184,00 	 150,00 	 8 406,43 	 39 559,68 	 1 055,00 	 22 680,00 	 2 875,00 	 2 550,00 	 8 381,92 	 7 486,98 	 1 859,49 		 2,23 		 18 270,50 	 8 231,93 		 0,01 	 150,00 	 45,00 	 2 695,73 	 2 369,42 	 18 503,62 		 1 569,32 	 10 145,57 	 15 306,80 	 1 027,70 	 4 074,40 	 513,85 		 1 399,03 	 928,17 	 70,47 	 792,56 	 2,69 	 0,80 	 665,89 
23.04.1995	 8 463,97 	 1 190,48 	 1,50 	 15,00 			 0,00 	 2 123,34 	 11 500,00 	 18 803,14 	 184,00 	 150,00 	 8 406,43 	 39 559,68 	 1 055,00 	 22 680,00 	 2 875,00 	 2 550,00 	 8 381,92 	 7 486,98 	 1 859,49 		 2,23 		 18 270,50 	 8 231,93 		 0,01 	 150,00 	 45,00 	 2 695,73 	 2 369,42 	 18 503,62 		 1 569,32 	 10 145,57 	 15 306,80 	 1 027,70 	 4 074,40 	 513,85 		 1 399,03 	 928,17 	 70,47 	 792,56 	 2,69 	 0,80 	 665,89 
24.04.1995	 8 463,97 	 1 190,48 	 1,50 	 15,00 			 0,00 	 2 123,34 	 11 500,00 	 18 803,14 	 184,00 	 150,00 	 8 406,43 	 39 559,68 	 1 055,00 	 22 680,00 	 2 875,00 	 2 550,00 	 8 381,92 	 7 486,98 	 1 859,49 		 2,23 		 18 270,50 	 8 231,93 		 0,01 	 150,00 	 45,00 	 2 695,73 	 2 369,42 	 18 503,62 		 1 569,32 	 10 145,57 	 15 306,80 	 1 027,70 	 4 074,40 	 513,85 		 1 399,03 	 928,17 	 70,47 	 792,56 	 2,69 	 0,80 	 665,89 
25.04.1995	 8 463,97 	 1 190,48 	 1,50 	 15,00 			 0,00 	 2 123,34 	 11 500,00 	 18 803,14 	 184,00 	 150,00 	 8 406,43 	 39 559,68 	 1 055,00 	 22 680,00 	 2 875,00 	 2 550,00 	 8 381,92 	 7 486,98 	 1 859,49 		 2,23 		 18 270,50 	 8 231,93 		 0,01 	 150,00 	 45,00 	 2 695,73 	 2 369,42 	 18 503,62 		 1 569,32 	 10 145,57 	 15 306,80 	 1 027,70 	 4 074,40 	 513,85 		 1 399,03 	 928,17 	 70,47 	 792,56 	 2,69 	 0,80 	 665,89 
26.04.1995	 8 378,87 	 1 186,79 	 1,50 	 15,00 			 0,00 	 2 122,79 	 11 500,00 	 18 732,69 	 183,47 	 150,00 	 8 431,09 	 39 336,41 	 1 055,00 	 22 680,00 	 2 875,00 	 2 550,00 	 8 357,56 	 7 462,20 	 1 854,63 		 2,22 		 18 197,64 	 8 253,79 		 0,01 	 150,00 	 45,00 	 2 691,95 	 2 363,82 	 18 447,22 		 1 541,84 	 10 076,23 	 15 308,84 	 1 060,49 	 4 059,30 	 512,32 		 1 377,25 	 934,20 	 70,47 	 789,02 	 2,69 	 0,78 	 675,77 
27.04.1995	 8 378,87 	 1 186,79 	 1,50 	 15,00 			 0,00 	 2 122,79 	 11 500,00 	 18 732,69 	 183,47 	 150,00 	 8 431,09 	 39 336,41 	 1 055,00 	 22 680,00 	 2 875,00 	 2 550,00 	 8 357,56 	 7 462,20 	 1 854,63 		 2,22 		 18 197,64 	 8 253,79 		 0,01 	 150,00 	 45,00 	 2 691,95 	 2 363,82 	 18 447,22 		 1 541,84 	 10 076,23 	 15 308,84 	 1 060,49 	 4 059,30 	 512,32 		 1 377,25 	 934,20 	 70,47 	 789,02 	 2,69 	 0,78 	 675,77 
28.04.1995	 8 363,03 	 1 193,44 	 1,50 	 15,00 			 0,00 	 2 138,58 	 11 500,00 	 18 898,93 	 182,22 	 150,00 	 8 434,18 	 39 345,83 	 1 055,00 	 22 750,00 	 2 875,00 	 2 545,00 	 8 397,84 	 7 496,25 	 1 864,40 		 2,20 		 18 201,96 	 8 255,56 		 0,01 	 150,00 	 45,00 	 2 722,47 	 2 376,03 	 18 584,36 		 1 583,78 	 10 159,01 	 15 378,44 	 1 060,49 	 4 079,46 	 514,79 		 1 376,75 	 936,48 	 70,47 	 794,25 	 2,70 	 0,85 	 675,68 
29.04.1995	 8 363,03 	 1 193,44 	 1,50 	 15,00 			 0,00 	 2 138,58 	 11 500,00 	 18 898,93 	 182,22 	 150,00 	 8 434,18 	 39 345,83 	 1 055,00 	 22 750,00 	 2 875,00 	 2 545,00 	 8 397,84 	 7 496,25 	 1 864,40 		 2,20 		 18 201,96 	 8 255,56 		 0,01 	 150,00 	 45,00 	 2 722,47 	 2 376,03 	 18 584,36 		 1 583,78 	 10 159,01 	 15 378,44 	 1 060,49 	 4 079,46 	 514,79 		 1 376,75 	 936,48 	 70,47 	 794,25 	 2,70 	 0,85 	 675,68 
30.04.1995	 8 363,03 	 1 193,44 	 1,50 	 15,00 			 0,00 	 2 138,58 	 11 500,00 	 18 898,93 	 182,22 	 150,00 	 8 434,18 	 39 345,83 	 1 055,00 	 22 750,00 	 2 875,00 	 2 545,00 	 8 397,84 	 7 496,25 	 1 864,40 		 2,20 		 18 201,96 	 8 255,56 		 0,01 	 150,00 	 45,00 	 2 722,47 	 2 376,03 	 18 584,36 		 1 583,78 	 10 159,01 	 15 378,44 	 1 060,49 	 4 079,46 	 514,79 		 1 376,75 	 936,48 	 70,47 	 794,25 	 2,70 	 0,85 	 675,68 
01.05.1995	 8 363,03 	 1 193,44 	 1,50 	 15,00 			 0,00 	 2 138,58 	 11 500,00 	 18 898,93 	 182,22 	 150,00 	 8 434,18 	 39 345,83 	 1 055,00 	 22 750,00 	 2 875,00 	 2 545,00 	 8 397,84 	 7 496,25 	 1 864,40 		 2,20 		 18 201,96 	 8 255,56 		 0,01 	 150,00 	 45,00 	 2 722,47 	 2 376,03 	 18 584,36 		 1 583,78 	 10 159,01 	 15 378,44 	 1 060,49 	 4 079,46 	 514,79 		 1 376,75 	 936,48 	 70,47 	 794,25 	 2,70 	 0,85 	 675,68 
02.05.1995	 8 363,03 	 1 193,44 	 1,50 	 15,00 			 0,00 	 2 138,58 	 11 500,00 	 18 898,93 	 182,22 	 150,00 	 8 434,18 	 39 345,83 	 1 055,00 	 22 750,00 	 2 875,00 	 2 545,00 	 8 397,84 	 7 496,25 	 1 864,40 		 2,20 		 18 201,96 	 8 255,56 		 0,01 	 150,00 	 45,00 	 2 722,47 	 2 376,03 	 18 584,36 		 1 583,78 	 10 159,01 	 15 378,44 	 1 060,49 	 4 079,46 	 514,79 		 1 376,75 	 936,48 	 70,47 	 794,25 	 2,70 	 0,85 	 675,68 
03.05.1995	 8 363,03 	 1 193,44 	 1,50 	 15,00 			 0,00 	 2 138,58 	 11 500,00 	 18 898,93 	 182,22 	 150,00 	 8 434,18 	 39 345,83 	 1 055,00 	 22 750,00 	 2 875,00 	 2 545,00 	 8 397,84 	 7 496,25 	 1 864,40 		 2,20 		 18 201,96 	 8 255,56 		 0,01 	 150,00 	 45,00 	 2 722,47 	 2 376,03 	 18 584,36 		 1 583,78 	 10 159,01 	 15 378,44 	 1 060,49 	 4 079,46 	 514,79 		 1 376,75 	 936,48 	 70,47 	 794,25 	 2,70 	 0,85 	 675,68 
04.05.1995	 8 363,03 	 1 193,44 	 1,50 	 15,00 			 0,00 	 2 138,58 	 11 500,00 	 18 898,93 	 182,22 	 150,00 	 8 434,18 	 39 345,83 	 1 055,00 	 22 750,00 	 2 875,00 	 2 545,00 	 8 397,84 	 7 496,25 	 1 864,40 		 2,20 		 18 201,96 	 8 255,56 		 0,01 	 150,00 	 45,00 	 2 722,47 	 2 376,03 	 18 584,36 		 1 583,78 	 10 159,01 	 15 378,44 	 1 060,49 	 4 079,46 	 514,79 		 1 376,75 	 936,48 	 70,47 	 794,25 	 2,70 	 0,85 	 675,68 
05.05.1995	 8 472,08 	 1 188,38 	 1,50 	 15,00 			 0,00 	 2 127,27 	 11 500,00 	 18 849,37 	 182,74 	 150,00 	 8 439,13 	 39 275,96 	 1 055,00 	 22 725,00 	 2 875,00 	 2 545,00 	 8 357,56 	 7 465,59 	 1 855,32 		 2,20 		 18 227,35 	 8 273,38 		 0,01 	 150,00 	 45,00 	 2 716,62 	 2 351,35 	 18 590,37 		 1 586,69 	 10 114,34 	 15 304,76 	 1 047,40 	 4 054,72 	 512,43 		 1 373,46 	 939,01 	 70,55 	 789,35 	 2,70 	 0,86 	 691,11 
06.05.1995	 8 472,08 	 1 188,38 	 1,50 	 15,00 			 0,00 	 2 127,27 	 11 500,00 	 18 849,37 	 182,74 	 150,00 	 8 439,13 	 39 275,96 	 1 055,00 	 22 725,00 	 2 875,00 	 2 545,00 	 8 357,56 	 7 465,59 	 1 855,32 		 2,20 		 18 227,35 	 8 273,38 		 0,01 	 150,00 	 45,00 	 2 716,62 	 2 351,35 	 18 590,37 		 1 586,69 	 10 114,34 	 15 304,76 	 1 047,40 	 4 054,72 	 512,43 		 1 373,46 	 939,01 	 70,55 	 789,35 	 2,70 	 0,86 	 691,11 
07.05.1995	 8 472,08 	 1 188,38 	 1,50 	 15,00 			 0,00 	 2 127,27 	 11 500,00 	 18 849,37 	 182,74 	 150,00 	 8 439,13 	 39 275,96 	 1 055,00 	 22 725,00 	 2 875,00 	 2 545,00 	 8 357,56 	 7 465,59 	 1 855,32 		 2,20 		 18 227,35 	 8 273,38 		 0,01 	 150,00 	 45,00 	 2 716,62 	 2 351,35 	 18 590,37 		 1 586,69 	 10 114,34 	 15 304,76 	 1 047,40 	 4 054,72 	 512,43 		 1 373,46 	 939,01 	 70,55 	 789,35 	 2,70 	 0,86 	 691,11 
08.05.1995	 8 472,08 	 1 188,38 	 1,50 	 15,00 			 0,00 	 2 127,27 	 11 500,00 	 18 849,37 	 182,74 	 150,00 	 8 439,13 	 39 275,96 	 1 055,00 	 22 725,00 	 2 875,00 	 2 545,00 	 8 357,56 	 7 465,59 	 1 855,32 		 2,20 		 18 227,35 	 8 273,38 		 0,01 	 150,00 	 45,00 	 2 716,62 	 2 351,35 	 18 590,37 		 1 586,69 	 10 114,34 	 15 304,76 	 1 047,40 	 4 054,72 	 512,43 		 1 373,46 	 939,01 	 70,55 	 789,35 	 2,70 	 0,86 	 691,11 
09.05.1995	 8 472,08 	 1 188,38 	 1,50 	 15,00 			 0,00 	 2 127,27 	 11 500,00 	 18 849,37 	 182,74 	 150,00 	 8 439,13 	 39 275,96 	 1 055,00 	 22 725,00 	 2 875,00 	 2 545,00 	 8 357,56 	 7 465,59 	 1 855,32 		 2,20 		 18 227,35 	 8 273,38 		 0,01 	 150,00 	 45,00 	 2 716,62 	 2 351,35 	 18 590,37 		 1 586,69 	 10 114,34 	 15 304,76 	 1 047,40 	 4 054,72 	 512,43 		 1 373,46 	 939,01 	 70,55 	 789,35 	 2,70 	 0,86 	 691,11 
10.05.1995	 8 472,08 	 1 188,38 	 1,50 	 15,00 			 0,00 	 2 127,27 	 11 500,00 	 18 849,37 	 182,74 	 150,00 	 8 439,13 	 39 275,96 	 1 055,00 	 22 725,00 	 2 875,00 	 2 545,00 	 8 357,56 	 7 465,59 	 1 855,32 		 2,20 		 18 227,35 	 8 273,38 		 0,01 	 150,00 	 45,00 	 2 716,62 	 2 351,35 	 18 590,37 		 1 586,69 	 10 114,34 	 15 304,76 	 1 047,40 	 4 054,72 	 512,43 		 1 373,46 	 939,01 	 70,55 	 789,35 	 2,70 	 0,86 	 691,11 
