Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																																																							
Республики Беларусь, за период с 01.01.1996 по 31.12.1996																																																							
																																																							
Дата	1 австралийский доллар (AUD)	1 австрийский шиллинг (ATS)	1 азербайджанский манат (AZM)	1 армянский драм (AMD)	1 болгарский лев (BGL)	1 венгерский форинт (HUF)	1 грузинский лари (GEL)	1 датская крона (DKK)	1 доллар США (USD)	1 ирландский фунт (IEP)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 немецкая марка (DEM)	1 нидерландский гульден (NLG)	1 норвежская крона (NOK)	1 польский злотый (PLZ)	1 российский рубль (RUR)	1 румынский лей (ROL)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 словацкая крона (SKK)	1 таджикский рубль (TJR)	1 туркменский манат (TMM)	1 узбекский сум (UZS)	1 украинская гривна (UAH)	1 украинский карбованец (UAK)	1 финляндская марка (FIM)	1 французский франк (FRF)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 Экю (XEU)	1 эстонская крона (EEK)	10 бельгийских франков (BEF)	10 греческих драхм (GRD)	10 иен (JPY)	10 испанских песет (ESP)	10 ливанских фунтов (LBP)	10 португальских эскудо (PTE)	10 турецких лир (TRL)	10 украинских карбованцев (UAK)	100 итальянских лир (ITL)	1000 азербайджанских манат (AZM)	1000 армянских драмов (AMD)	1000 ливанских фунтов (LBP)	1000 румынских лей (ROL)	1000 таджикских рублей (TJR)	10000 турецких лир (TRL)
02.07.1996	 10 327,40 	 1 219,34 	 3,00 	 31,00 	 83,83 	 87,00 	 10 396,00 	 2 226,19 	 13 100,00 	 20 783,16 	 194,74 	 196,00 	 9 624,21 	 43 681,23 	 1 073,00 	 23 779,27 	 3 275,00 	 2 818,00 	 8 580,32 	 7 652,32 	 2 008,74 	 4 819,72 	 2,57 	 4,33 	 18 876,08 	 9 287,49 	 422,40 	 45,00 	 3,30 	 346,00 		 0,09 	 2 825,29 	 2 536,45 	 20 189,07 	 474,16 	 1 978,79 	 10 417,50 	 16 243,43 	 1 072,43 	 4 170,65 	 542,04 	 1 199,47 	 1 020,13 	 83,39 	 833,78 	 1,60 		 853,06 						
03.07.1996	 10 284,73 	 1 221,74 	 3,00 	 32,00 	 79,34 	 87,35 	 10 462,00 	 2 232,04 	 13 130,00 	 20 956,70 	 195,33 	 196,00 	 9 630,34 	 43 781,26 	 1 076,00 	 23 885,76 	 3 282,50 	 2 823,00 	 8 599,12 	 7 662,68 	 2 016,51 	 4 805,12 	 2,57 	 4,32 	 18 924,76 	 9 295,58 	 423,17 	 46,00 	 3,30 	 348,00 		 0,09 	 2 810,90 	 2 544,08 	 20 421,18 	 475,86 	 1 965,39 	 10 491,41 	 16 318,06 	 1 075,96 	 4 177,54 	 547,22 	 1 193,64 	 1 022,35 	 83,60 	 836,04 	 1,59 		 855,01 						
04.07.1996	 10 284,73 	 1 221,74 	 3,00 	 32,00 	 79,34 	 87,35 	 10 462,00 	 2 232,04 	 13 130,00 	 20 956,70 	 195,33 	 196,00 	 9 630,34 	 43 781,26 	 1 076,00 	 23 885,76 	 3 282,50 	 2 823,00 	 8 599,12 	 7 662,68 	 2 016,51 	 4 805,12 	 2,57 	 4,32 	 18 924,76 	 9 295,58 	 423,17 	 46,00 	 3,30 	 348,00 		 0,09 	 2 810,90 	 2 544,08 	 20 421,18 	 475,86 	 1 965,39 	 10 491,41 	 16 318,06 	 1 075,96 	 4 177,54 	 547,22 	 1 193,64 	 1 022,35 	 83,60 	 836,04 	 1,59 		 855,01 						
05.07.1996	 10 298,52 	 1 226,47 	 3,00 	 32,00 	 76,14 	 87,58 	 10 462,00 	 2 239,51 	 13 130,00 	 21 025,06 	 195,77 	 196,00 	 2 024,33 	 43 781,26 	 1 085,00 	 23 877,07 	 3 282,50 	 2 823,00 	 8 629,64 	 7 693,21 	 2 024,33 	 4 825,08 	 2,57 	 4,31 	 18 924,76 	 9 295,58 	 424,14 	 46,00 	 3,30 	 347,00 		 0,09 	 2 823,66 	 2 553,33 	 20 502,49 	 479,83 	 1 976,87 	 10 467,99 	 16 371,14 	 1 078,71 	 4 193,55 	 549,56 	 1 190,17 	 1 025,74 	 83,63 	 838,98 	 1,59 		 859,70 						
06.07.1996	 10 298,52 	 1 226,47 	 3,00 	 32,00 	 76,14 	 87,58 	 10 462,00 	 2 239,51 	 13 130,00 	 21 025,06 	 195,77 	 196,00 	 2 024,33 	 43 781,26 	 1 085,00 	 23 877,07 	 3 282,50 	 2 823,00 	 8 629,64 	 7 693,21 	 2 024,33 	 4 825,08 	 2,57 	 4,31 	 18 924,76 	 9 295,58 	 424,14 	 46,00 	 3,30 	 347,00 		 0,09 	 2 823,66 	 2 553,33 	 20 502,49 	 479,83 	 1 976,87 	 10 467,99 	 16 371,14 	 1 078,71 	 4 193,55 	 549,56 	 1 190,17 	 1 025,74 	 83,63 	 838,98 	 1,59 		 859,70 						
07.07.1996	 10 298,52 	 1 226,47 	 3,00 	 32,00 	 76,14 	 87,58 	 10 462,00 	 2 239,51 	 13 130,00 	 21 025,06 	 195,77 	 196,00 	 2 024,33 	 43 781,26 	 1 085,00 	 23 877,07 	 3 282,50 	 2 823,00 	 8 629,64 	 7 693,21 	 2 024,33 	 4 825,08 	 2,57 	 4,31 	 18 924,76 	 9 295,58 	 424,14 	 46,00 	 3,30 	 347,00 		 0,09 	 2 823,66 	 2 553,33 	 20 502,49 	 479,83 	 1 976,87 	 10 467,99 	 16 371,14 	 1 078,71 	 4 193,55 	 549,56 	 1 190,17 	 1 025,74 	 83,63 	 838,98 	 1,59 		 859,70 						
08.07.1996	 10 298,52 	 1 226,47 	 3,00 	 32,00 	 76,14 	 87,58 	 10 462,00 	 2 239,51 	 13 130,00 	 21 025,06 	 195,77 	 196,00 	 2 024,33 	 43 781,26 	 1 085,00 	 23 877,07 	 3 282,50 	 2 823,00 	 8 629,64 	 7 693,21 	 2 024,33 	 4 825,08 	 2,57 	 4,31 	 18 924,76 	 9 295,58 	 424,14 	 46,00 	 3,30 	 347,00 		 0,09 	 2 823,66 	 2 553,33 	 20 502,49 	 479,83 	 1 976,87 	 10 467,99 	 16 371,14 	 1 078,71 	 4 193,55 	 549,56 	 1 190,17 	 1 025,74 	 83,63 	 838,98 	 1,59 		 859,70 						
09.07.1996	 10 298,52 	 1 226,47 	 3,00 	 32,00 	 76,14 	 87,58 	 10 462,00 	 2 239,51 	 13 130,00 	 21 025,06 	 195,77 	 196,00 	 2 024,33 	 43 781,26 	 1 085,00 	 23 877,07 	 3 282,50 	 2 823,00 	 8 629,64 	 7 693,21 	 2 024,33 	 4 825,08 	 2,57 	 4,31 	 18 924,76 	 9 295,58 	 424,14 	 46,00 	 3,30 	 347,00 		 0,09 	 2 823,66 	 2 553,33 	 20 502,49 	 479,83 	 1 976,87 	 10 467,99 	 16 371,14 	 1 078,71 	 4 193,55 	 549,56 	 1 190,17 	 1 025,74 	 83,63 	 838,98 	 1,59 		 859,70 						
10.07.1996	 10 465,58 	 1 229,02 	 3,00 	 32,00 	 71,73 	 87,67 	 10 501,00 	 2 244,55 	 13 180,00 	 21 020,77 	 195,55 	 197,00 	 9 615,52 	 43 947,98 	 1 084,00 	 23 967,99 	 3 295,00 	 2 832,00 	 8 650,00 	 7 705,35 	 2 022,50 	 4 829,61 	 2,57 	 4,32 	 18 977,68 	 9 323,05 	 425,41 	 46,00 	 3,30 	 348,00 		 0,09 	 2 825,42 	 2 555,15 	 20 466,57 	 482,93 	 1 968,75 	 10 456,17 	 16 378,12 	 1 081,36 	 4 200,13 	 550,54 	 1 191,68 	 1 027,48 	 83,98 	 841,26 	 1,59 		 859,22 						
11.07.1996	 10 465,58 	 1 229,02 	 3,00 	 32,00 	 71,73 	 87,67 	 10 501,00 	 2 244,55 	 13 180,00 	 21 020,77 	 195,55 	 197,00 	 9 615,52 	 43 947,98 	 1 084,00 	 23 967,99 	 3 295,00 	 2 832,00 	 8 650,00 	 7 705,35 	 2 022,50 	 4 829,61 	 2,57 	 4,32 	 18 977,68 	 9 323,05 	 425,41 	 46,00 	 3,30 	 348,00 		 0,09 	 2 825,42 	 2 555,15 	 20 466,57 	 482,93 	 1 968,75 	 10 456,17 	 16 378,12 	 1 081,36 	 4 200,13 	 550,54 	 1 191,68 	 1 027,48 	 83,98 	 841,26 	 1,59 		 859,22 						
12.07.1996	 10 550,22 	 1 231,54 	 3,00 	 32,00 	 69,76 	 87,75 	 10 533,00 	 2 250,25 	 13 220,00 	 21 066,08 	 196,52 	 197,00 	 9 665,16 	 44 066,67 	 1 088,00 	 24 071,38 	 3 305,00 	 2 840,00 	 8 666,01 	 7 721,51 	 2 029,79 	 4 840,01 	 2,57 	 4,34 	 19 020,21 	 9 346,06 	 426,42 	 46,00 	 3,30 	 347,00 		 0,09 	 2 836,91 	 2 561,27 	 20 537,26 	 483,20 	 1 980,47 	 10 482,91 	 16 417,26 	 1 083,93 	 4 206,84 	 551,43 	 1 196,92 	 1 029,88 	 84,26 	 844,03 	 1,59 		 861,10 						
13.07.1996	 10 550,22 	 1 231,54 	 3,00 	 32,00 	 69,76 	 87,75 	 10 533,00 	 2 250,25 	 13 220,00 	 21 066,08 	 196,52 	 197,00 	 9 665,16 	 44 066,67 	 1 088,00 	 24 071,38 	 3 305,00 	 2 840,00 	 8 666,01 	 7 721,51 	 2 029,79 	 4 840,01 	 2,57 	 4,34 	 19 020,21 	 9 346,06 	 426,42 	 46,00 	 3,30 	 347,00 		 0,09 	 2 836,91 	 2 561,27 	 20 537,26 	 483,20 	 1 980,47 	 10 482,91 	 16 417,26 	 1 083,93 	 4 206,84 	 551,43 	 1 196,92 	 1 029,88 	 84,26 	 844,03 	 1,59 		 861,10 						
14.07.1996	 10 550,22 	 1 231,54 	 3,00 	 32,00 	 69,76 	 87,75 	 10 533,00 	 2 250,25 	 13 220,00 	 21 066,08 	 196,52 	 197,00 	 9 665,16 	 44 066,67 	 1 088,00 	 24 071,38 	 3 305,00 	 2 840,00 	 8 666,01 	 7 721,51 	 2 029,79 	 4 840,01 	 2,57 	 4,34 	 19 020,21 	 9 346,06 	 426,42 	 46,00 	 3,30 	 347,00 		 0,09 	 2 836,91 	 2 561,27 	 20 537,26 	 483,20 	 1 980,47 	 10 482,91 	 16 417,26 	 1 083,93 	 4 206,84 	 551,43 	 1 196,92 	 1 029,88 	 84,26 	 844,03 	 1,59 		 861,10 						
15.07.1996	 10 550,22 	 1 231,54 	 3,00 	 32,00 	 69,76 	 87,75 	 10 533,00 	 2 250,25 	 13 220,00 	 21 066,08 	 196,52 	 197,00 	 9 665,16 	 44 066,67 	 1 088,00 	 24 071,38 	 3 305,00 	 2 840,00 	 8 666,01 	 7 721,51 	 2 029,79 	 4 840,01 	 2,57 	 4,34 	 19 020,21 	 9 346,06 	 426,42 	 46,00 	 3,30 	 347,00 		 0,09 	 2 836,91 	 2 561,27 	 20 537,26 	 483,20 	 1 980,47 	 10 482,91 	 16 417,26 	 1 083,93 	 4 206,84 	 551,43 	 1 196,92 	 1 029,88 	 84,26 	 844,03 	 1,59 		 861,10 						
16.07.1996	 10 550,22 	 1 231,54 	 3,00 	 32,00 	 69,76 	 87,75 	 10 533,00 	 2 250,25 	 13 220,00 	 21 066,08 	 196,52 	 197,00 	 9 665,16 	 44 066,67 	 1 088,00 	 24 071,38 	 3 305,00 	 2 840,00 	 8 666,01 	 7 721,51 	 2 029,79 	 4 840,01 	 2,57 	 4,34 	 19 020,21 	 9 346,06 	 426,42 	 46,00 	 3,30 	 347,00 		 0,09 	 2 836,91 	 2 561,27 	 20 537,26 	 483,20 	 1 980,47 	 10 482,91 	 16 417,26 	 1 083,93 	 4 206,84 	 551,43 	 1 196,92 	 1 029,88 	 84,26 	 844,03 	 1,59 		 861,10 						
17.07.1996	 10 488,00 	 1 255,68 	 3,00 	 32,00 	 68,70 	 88,66 	 10 565,00 	 2 291,54 	 13 260,00 	 21 255,27 	 197,12 	 197,00 	 9 661,91 	 44 244,24 	 1 091,00 	 24 223,60 	 3 315,00 	 2 841,00 	 8 835,88 	 7 869,44 	 2 055,94 	 4 906,57 	 2,57 	 4,34 	 19 111,86 	 9 353,18 	 432,49 	 46,00 	 3,30 	 348,00 		 0,08 	 2 900,77 	 2 606,75 	 20 647,81 	 491,04 	 1 979,58 	 10 756,88 	 16 672,47 	 1 104,63 	 4 287,10 	 558,72 	 1 210,90 	 1 045,91 	 84,54 	 8 585,60 	 1,59 		 867,09 						
18.07.1996	 10 488,00 	 1 255,68 	 3,00 	 32,00 	 68,70 	 88,66 	 10 565,00 	 2 291,54 	 13 260,00 	 21 255,27 	 197,12 	 197,00 	 9 661,91 	 44 244,24 	 1 091,00 	 24 223,60 	 3 315,00 	 2 841,00 	 8 835,88 	 7 869,44 	 2 055,94 	 4 906,57 	 2,57 	 4,34 	 19 111,86 	 9 353,18 	 432,49 	 46,00 	 3,30 	 348,00 		 0,08 	 2 900,77 	 2 606,75 	 20 647,81 	 491,04 	 1 979,58 	 10 756,88 	 16 672,47 	 1 104,63 	 4 287,10 	 558,72 	 1 210,90 	 1 045,91 	 84,54 	 8 585,60 	 1,59 		 867,09 						
19.07.1996	 10 463,66 	 1 269,86 	 3,00 	 32,00 	 68,20 	 89,24 	 10 605,00 	 2 317,20 	 13 310,00 	 21 269,39 	 200,51 	 198,00 	 9 687,75 	 44 440,73 	 1 095,00 	 24 448,93 	 3 327,50 	 2 852,00 	 8 934,68 	 7 961,95 	 2 075,96 	 4 921,43 	 2,57 	 4,33 	 19 173,15 	 9 379,84 	 436,88 	 45,00 	 3,30 	 351,00 		 0,09 	 2 938,97 	 2 638,41 	 20 544,66 	 495,46 	 2 004,79 	 10 939,43 	 16 839,15 	 1 117,17 	 4 335,50 	 563,86 	 1 230,19 	 1 056,52 	 84,89 	 868,52 	 1,60 		 874,21 						
20.07.1996	 10 463,66 	 1 269,86 	 3,00 	 32,00 	 68,20 	 89,24 	 10 605,00 	 2 317,20 	 13 310,00 	 21 269,39 	 200,51 	 198,00 	 9 687,75 	 44 440,73 	 1 095,00 	 24 448,93 	 3 327,50 	 2 852,00 	 8 934,68 	 7 961,95 	 2 075,96 	 4 921,43 	 2,57 	 4,33 	 19 173,15 	 9 379,84 	 436,88 	 45,00 	 3,30 	 351,00 		 0,09 	 2 938,97 	 2 638,41 	 20 544,66 	 495,46 	 2 004,79 	 10 939,43 	 16 839,15 	 1 117,17 	 4 335,50 	 563,86 	 1 230,19 	 1 056,52 	 84,89 	 868,52 	 1,60 		 874,21 						
21.07.1996	 10 463,66 	 1 269,86 	 3,00 	 32,00 	 68,20 	 89,24 	 10 605,00 	 2 317,20 	 13 310,00 	 21 269,39 	 200,51 	 198,00 	 9 687,75 	 44 440,73 	 1 095,00 	 24 448,93 	 3 327,50 	 2 852,00 	 8 934,68 	 7 961,95 	 2 075,96 	 4 921,43 	 2,57 	 4,33 	 19 173,15 	 9 379,84 	 436,88 	 45,00 	 3,30 	 351,00 		 0,09 	 2 938,97 	 2 638,41 	 20 544,66 	 495,46 	 2 004,79 	 10 939,43 	 16 839,15 	 1 117,17 	 4 335,50 	 563,86 	 1 230,19 	 1 056,52 	 84,89 	 868,52 	 1,60 		 874,21 						
22.07.1996	 10 463,66 	 1 269,86 	 3,00 	 32,00 	 68,20 	 89,24 	 10 605,00 	 2 317,20 	 13 310,00 	 21 269,39 	 200,51 	 198,00 	 9 687,75 	 44 440,73 	 1 095,00 	 24 448,93 	 3 327,50 	 2 852,00 	 8 934,68 	 7 961,95 	 2 075,96 	 4 921,43 	 2,57 	 4,33 	 19 173,15 	 9 379,84 	 436,88 	 45,00 	 3,30 	 351,00 		 0,09 	 2 938,97 	 2 638,41 	 20 544,66 	 495,46 	 2 004,79 	 10 939,43 	 16 839,15 	 1 117,17 	 4 335,50 	 563,86 	 1 230,19 	 1 056,52 	 84,89 	 868,52 	 1,60 		 874,21 						
23.07.1996	 10 463,66 	 1 269,86 	 3,00 	 32,00 	 68,20 	 89,24 	 10 605,00 	 2 317,20 	 13 310,00 	 21 269,39 	 200,51 	 198,00 	 9 687,75 	 44 440,73 	 1 095,00 	 24 448,93 	 3 327,50 	 2 852,00 	 8 934,68 	 7 961,95 	 2 075,96 	 4 921,43 	 2,57 	 4,33 	 19 173,15 	 9 379,84 	 436,88 	 45,00 	 3,30 	 351,00 		 0,09 	 2 938,97 	 2 638,41 	 20 544,66 	 495,46 	 2 004,79 	 10 939,43 	 16 839,15 	 1 117,17 	 4 335,50 	 563,86 	 1 230,19 	 1 056,52 	 84,89 	 868,52 	 1,60 		 874,21 						
24.07.1996	 10 595,90 	 1 283,83 	 3,00 	 32,00 	 71,19 	 90,00 	 10 677,00 	 2 342,45 	 13 400,00 	 21 630,94 	 201,84 	 199,00 	 9 767,48 	 44 816,05 	 1 112,00 	 24 668,63 	 3 350,00 	 2 871,00 	 9 035,74 	 8 051,43 	 2 099,16 	 4 957,45 	 2,57 	 4,35 	 19 437,19 	 9 462,61 	 440,63 	 46,00 	 3,30 	 352,00 		 0,09 	 2 970,52 	 2 669,16 	 20 818,90 	 499,78 	 2 046,77 	 11 134,19 	 17 022,68 	 1 128,52 	 4 383,38 	 568,95 	 1 246,45 	 1 066,62 	 854,90 	 878,29 	 1,61 		 886,83 						
25.07.1996	 10 595,90 	 1 283,83 	 3,00 	 32,00 	 71,19 	 90,00 	 10 677,00 	 2 342,45 	 13 400,00 	 21 630,94 	 201,84 	 199,00 	 9 767,48 	 44 816,05 	 1 112,00 	 24 668,63 	 3 350,00 	 2 871,00 	 9 035,74 	 8 051,43 	 2 099,16 	 4 957,45 	 2,57 	 4,35 	 19 437,19 	 9 462,61 	 440,63 	 46,00 	 3,30 	 352,00 		 0,09 	 2 970,52 	 2 669,16 	 20 818,90 	 499,78 	 2 046,77 	 11 134,19 	 17 022,68 	 1 128,52 	 4 383,38 	 568,95 	 1 246,45 	 1 066,62 	 854,90 	 878,29 	 1,61 		 886,83 						
26.07.1996	 10 584,48 	 1 283,58 	 3,00 	 32,00 	 70,81 	 89,95 	 10 717,00 	 2 342,19 	 13 450,00 	 21 694,84 	 203,11 	 200,00 	 9 797,49 	 44 923,18 	 1 116,00 	 24 737,91 	 3 362,50 	 2 881,00 	 9 032,30 	 8 045,70 	 2 101,40 	 4 962,55 	 2,57 	 4,33 	 19 575,03 	 9 499,93 	 441,59 	 46,00 	 3,30 	 353,00 		 0,09 	 2 969,75 	 2 667,33 	 20 896,58 	 502,17 	 2 043,58 	 11 091,87 	 17 025,68 	 1 129,37 	 4 382,96 	 568,18 	 1 244,28 	 1 066,83 	 85,83 	 878,94 	 1,61 		 886,13 						
27.07.1996	 10 584,48 	 1 283,58 	 3,00 	 32,00 	 70,81 	 89,95 	 10 717,00 	 2 342,19 	 13 450,00 	 21 694,84 	 203,11 	 200,00 	 9 797,49 	 44 923,18 	 1 116,00 	 24 737,91 	 3 362,50 	 2 881,00 	 9 032,30 	 8 045,70 	 2 101,40 	 4 962,55 	 2,57 	 4,33 	 19 575,03 	 9 499,93 	 441,59 	 46,00 	 3,30 	 353,00 		 0,09 	 2 969,75 	 2 667,33 	 20 896,58 	 502,17 	 2 043,58 	 11 091,87 	 17 025,68 	 1 129,37 	 4 382,96 	 568,18 	 1 244,28 	 1 066,83 	 85,83 	 878,94 	 1,61 		 886,13 						
28.07.1996	 10 584,48 	 1 283,58 	 3,00 	 32,00 	 70,81 	 89,95 	 10 717,00 	 2 342,19 	 13 450,00 	 21 694,84 	 203,11 	 200,00 	 9 797,49 	 44 923,18 	 1 116,00 	 24 737,91 	 3 362,50 	 2 881,00 	 9 032,30 	 8 045,70 	 2 101,40 	 4 962,55 	 2,57 	 4,33 	 19 575,03 	 9 499,93 	 441,59 	 46,00 	 3,30 	 353,00 		 0,09 	 2 969,75 	 2 667,33 	 20 896,58 	 502,17 	 2 043,58 	 11 091,87 	 17 025,68 	 1 129,37 	 4 382,96 	 568,18 	 1 244,28 	 1 066,83 	 85,83 	 878,94 	 1,61 		 886,13 						
29.07.1996	 10 584,48 	 1 283,58 	 3,00 	 32,00 	 70,81 	 89,95 	 10 717,00 	 2 342,19 	 13 450,00 	 21 694,84 	 203,11 	 200,00 	 9 797,49 	 44 923,18 	 1 116,00 	 24 737,91 	 3 362,50 	 2 881,00 	 9 032,30 	 8 045,70 	 2 101,40 	 4 962,55 	 2,57 	 4,33 	 19 575,03 	 9 499,93 	 441,59 	 46,00 	 3,30 	 353,00 		 0,09 	 2 969,75 	 2 667,33 	 20 896,58 	 502,17 	 2 043,58 	 11 091,87 	 17 025,68 	 1 129,37 	 4 382,96 	 568,18 	 1 244,28 	 1 066,83 	 85,83 	 878,94 	 1,61 		 886,13 						
30.07.1996	 10 584,48 	 1 283,58 	 3,00 	 32,00 	 70,81 	 89,95 	 10 717,00 	 2 342,19 	 13 450,00 	 21 694,84 	 203,11 	 200,00 	 9 797,49 	 44 923,18 	 1 116,00 	 24 737,91 	 3 362,50 	 2 881,00 	 9 032,30 	 8 045,70 	 2 101,40 	 4 962,55 	 2,57 	 4,33 	 19 575,03 	 9 499,93 	 441,59 	 46,00 	 3,30 	 353,00 		 0,09 	 2 969,75 	 2 667,33 	 20 896,58 	 502,17 	 2 043,58 	 11 091,87 	 17 025,68 	 1 129,37 	 4 382,96 	 568,18 	 1 244,28 	 1 066,83 	 85,83 	 878,94 	 1,61 		 886,13 						
31.07.1996	 10 615,49 	 1 299,16 	 3,10 	 32,00 	 71,16 	 90,56 	 10 764,00 	 2 368,10 	 13 510,00 	 21 872,70 	 203,89 	 200,00 	 9 825,45 	 45 138,66 	 1 107,00 	 24 880,29 	 3 377,50 	 2 922,00 	 9 142,59 	 8 138,06 	 2 122,78 	 5 000,00 	 2,60 	 4,31 	 19 693,88 	 9 553,78 	 448,38 	 46,00 	 3,30 	 355,00 		 0,09 	 2 995,57 	 2 693,54 	 21 058,70 	 508,41 	 2 050,64 	 11 230,26 	 17 193,50 	 1 140,08 	 4 435,91 	 573,43 	 1 252,67 	 1 072,18 	 86,22 	 888,52 	 1,62 		 884,89 						
01.08.1996	 10 615,49 	 1 299,16 	 3,10 	 32,00 	 71,16 	 90,56 	 10 764,00 	 2 368,10 	 13 510,00 	 21 872,70 	 203,89 	 200,00 	 9 825,45 	 45 138,66 	 1 107,00 	 24 880,29 	 3 377,50 	 2 922,00 	 9 142,59 	 8 138,06 	 2 122,78 	 5 000,00 	 2,60 	 4,31 	 19 693,88 	 9 553,78 	 448,38 	 46,00 	 3,30 	 355,00 		 0,09 	 2 995,57 	 2 693,54 	 21 058,70 	 508,41 	 2 050,64 	 11 230,26 	 17 193,50 	 1 140,08 	 4 435,91 	 573,43 	 1 252,67 	 1 072,18 	 86,22 	 888,52 	 1,62 		 884,89 						
02.08.1996	 10 509,68 	 1 306,80 	 3,10 	 32,00 	 71,37 	 90,94 	 10 804,00 	 2 380,20 	 13 560,00 	 21 940,08 	 205,77 	 201,00 	 9 864,69 	 45 336,01 	 1 106,00 	 25 023,07 	 3 390,00 	 2 947,00 	 9 195,09 	 8 196,82 	 2 129,70 	 5 011,46 	 2,60 	 4,33 	 19 786,95 	 9 586,43 	 449,98 	 46,00 	 3,30 	 356,00 		 0,09 	 3 019,37 	 2 708,70 	 21 108,18 	 512,92 	 2 058,23 	 11 284,01 	 17 303,91 	 1 151,30 	 4 460,53 	 577,09 	 1 263,33 	 1 078,64 	 86,59 	 893,99 	 1,62 		 893,11 						
03.08.1996	 10 509,68 	 1 306,80 	 3,10 	 32,00 	 71,37 	 90,94 	 10 804,00 	 2 380,20 	 13 560,00 	 21 940,08 	 205,77 	 201,00 	 9 864,69 	 45 336,01 	 1 106,00 	 25 023,07 	 3 390,00 	 2 947,00 	 9 195,09 	 8 196,82 	 2 129,70 	 5 011,46 	 2,60 	 4,33 	 19 786,95 	 9 586,43 	 449,98 	 46,00 	 3,30 	 356,00 		 0,09 	 3 019,37 	 2 708,70 	 21 108,18 	 512,92 	 2 058,23 	 11 284,01 	 17 303,91 	 1 151,30 	 4 460,53 	 577,09 	 1 263,33 	 1 078,64 	 86,59 	 893,99 	 1,62 		 893,11 						
04.08.1996	 10 509,68 	 1 306,80 	 3,10 	 32,00 	 71,37 	 90,94 	 10 804,00 	 2 380,20 	 13 560,00 	 21 940,08 	 205,77 	 201,00 	 9 864,69 	 45 336,01 	 1 106,00 	 25 023,07 	 3 390,00 	 2 947,00 	 9 195,09 	 8 196,82 	 2 129,70 	 5 011,46 	 2,60 	 4,33 	 19 786,95 	 9 586,43 	 449,98 	 46,00 	 3,30 	 356,00 		 0,09 	 3 019,37 	 2 708,70 	 21 108,18 	 512,92 	 2 058,23 	 11 284,01 	 17 303,91 	 1 151,30 	 4 460,53 	 577,09 	 1 263,33 	 1 078,64 	 86,59 	 893,99 	 1,62 		 893,11 						
05.08.1996	 10 509,68 	 1 306,80 	 3,10 	 32,00 	 71,37 	 90,94 	 10 804,00 	 2 380,20 	 13 560,00 	 21 940,08 	 205,77 	 201,00 	 9 864,69 	 45 336,01 	 1 106,00 	 25 023,07 	 3 390,00 	 2 947,00 	 9 195,09 	 8 196,82 	 2 129,70 	 5 011,46 	 2,60 	 4,33 	 19 786,95 	 9 586,43 	 449,98 	 46,00 	 3,30 	 356,00 		 0,09 	 3 019,37 	 2 708,70 	 21 108,18 	 512,92 	 2 058,23 	 11 284,01 	 17 303,91 	 1 151,30 	 4 460,53 	 577,09 	 1 263,33 	 1 078,64 	 86,59 	 893,99 	 1,62 		 893,11 						
06.08.1996	 10 509,68 	 1 306,80 	 3,10 	 32,00 	 71,37 	 90,94 	 10 804,00 	 2 380,20 	 13 560,00 	 21 940,08 	 205,77 	 201,00 	 9 864,69 	 45 336,01 	 1 106,00 	 25 023,07 	 3 390,00 	 2 947,00 	 9 195,09 	 8 196,82 	 2 129,70 	 5 011,46 	 2,60 	 4,33 	 19 786,95 	 9 586,43 	 449,98 	 46,00 	 3,30 	 356,00 		 0,09 	 3 019,37 	 2 708,70 	 21 108,18 	 512,92 	 2 058,23 	 11 284,01 	 17 303,91 	 1 151,30 	 4 460,53 	 577,09 	 1 263,33 	 1 078,64 	 86,59 	 893,99 	 1,62 		 893,11 						
07.08.1996	 10 804,65 	 1 321,92 	 3,10 	 32,00 	 72,43 	 92,19 	 10 804,00 	 2 408,94 	 13 750,00 	 22 256,39 	 207,52 	 204,00 	 10 001,45 	 45 940,53 	 1 106,00 	 25 322,28 	 3 437,50 	 2 986,00 	 9 305,00 	 8 279,64 	 2 160,01 	 5 089,76 	 2,60 	 4,38 	 20 125,88 	 9 724,87 	 456,28 	 46,00 	 3,40 	 360,00 		 0,09 	 3 050,13 	 2 742,43 	 21 427,46 	 517,48 	 2 086,59 	 11 427,86 	 17 502,55 	 1 160,34 	 4 512,64 	 583,54 	 1 274,68 	 1 090,66 	 87,75 	 904,31 	 1,65 		 900,73 						
