Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																																																							
Республики Беларусь, за период с 01.01.1996 по 31.12.1996																																																							
																																																							
Дата	1 австралийский доллар (AUD)	1 австрийский шиллинг (ATS)	1 азербайджанский манат (AZM)	1 армянский драм (AMD)	1 болгарский лев (BGL)	1 венгерский форинт (HUF)	1 грузинский лари (GEL)	1 датская крона (DKK)	1 доллар США (USD)	1 ирландский фунт (IEP)	1 исландская крона (ISK)	1 казахский тенге (KZT)	1 канадский доллар (CAD)	1 кувейтский динар (KWD)	1 кыргызский сом (KGS)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 немецкая марка (DEM)	1 нидерландский гульден (NLG)	1 норвежская крона (NOK)	1 польский злотый (PLZ)	1 российский рубль (RUR)	1 румынский лей (ROL)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 словацкая крона (SKK)	1 таджикский рубль (TJR)	1 туркменский манат (TMM)	1 узбекский сум (UZS)	1 украинская гривна (UAH)	1 украинский карбованец (UAK)	1 финляндская марка (FIM)	1 французский франк (FRF)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	1 Экю (XEU)	1 эстонская крона (EEK)	10 бельгийских франков (BEF)	10 греческих драхм (GRD)	10 иен (JPY)	10 испанских песет (ESP)	10 ливанских фунтов (LBP)	10 португальских эскудо (PTE)	10 турецких лир (TRL)	10 украинских карбованцев (UAK)	100 итальянских лир (ITL)	1000 азербайджанских манат (AZM)	1000 армянских драмов (AMD)	1000 ливанских фунтов (LBP)	1000 румынских лей (ROL)	1000 таджикских рублей (TJR)	10000 турецких лир (TRL)
08.02.1996	 8 688,83 	 1 114,34 	 2,50 	 28,00 	 155,62 	 81,54 	 9 200,00 	 2 025,54 	 11 500,00 	 18 262,00 	 172,80 	 176,00 	 8 347,25 	 38 474,41 	 1 022,00 	 20 939,55 	 2 875,00 	 2 524,00 	 7 837,52 	 6 996,41 	 1 792,11 	 4 540,43 	 2,43 	 3,90 	 16 695,70 	 8 134,11 	 383,26 	 38,00 	 5,80 	 319,00 		 0,07 	 2 544,47 	 2 279,48 	 17 697,92 	 426,08 	 1 649,95 	 9 605,75 	 14 349,12 	 979,39 	 3 810,47 	 472,12 	 1 093,73 	 928,09 	 72,30 	 754,30 	 1,81 		 730,62 						
09.02.1996	 8 715,42 	 1 104,49 	 2,50 	 28,00 	 155,36 	 81,07 	 9 200,00 	 2 006,56 	 11 500,00 	 18 135,94 	 172,98 	 176,00 	 8 416,89 	 38 435,83 	 1 017,00 	 20 947,18 	 2 875,00 	 2 526,00 	 7 766,60 	 6 938,16 	 1 781,70 	 4 512,99 	 2,43 	 3,80 	 16 737,50 	 8 118,60 	 381,21 	 38,00 	 5,80 	 319,00 		 0,07 	 2 512,07 	 2 261,42 	 17 629,92 	 424,04 	 1 636,89 	 9 496,28 	 14 271,53 	 970,43 	 3 777,43 	 470,16 	 1 076,12 	 922,95 	 72,33 	 748,80 	 1,80 		 729,35 						
10.02.1996	 8 715,42 	 1 104,49 	 2,50 	 28,00 	 155,36 	 81,07 	 9 200,00 	 2 006,56 	 11 500,00 	 18 135,94 	 172,98 	 176,00 	 8 416,89 	 38 435,83 	 1 017,00 	 20 947,18 	 2 875,00 	 2 526,00 	 7 766,60 	 6 938,16 	 1 781,70 	 4 512,99 	 2,43 	 3,80 	 16 737,50 	 8 118,60 	 381,21 	 38,00 	 5,80 	 319,00 		 0,07 	 2 512,07 	 2 261,42 	 17 629,92 	 424,04 	 1 636,89 	 9 496,28 	 14 271,53 	 970,43 	 3 777,43 	 470,16 	 1 076,12 	 922,95 	 72,33 	 748,80 	 1,80 		 729,35 						
11.02.1996	 8 715,42 	 1 104,49 	 2,50 	 28,00 	 155,36 	 81,07 	 9 200,00 	 2 006,56 	 11 500,00 	 18 135,94 	 172,98 	 176,00 	 8 416,89 	 38 435,83 	 1 017,00 	 20 947,18 	 2 875,00 	 2 526,00 	 7 766,60 	 6 938,16 	 1 781,70 	 4 512,99 	 2,43 	 3,80 	 16 737,50 	 8 118,60 	 381,21 	 38,00 	 5,80 	 319,00 		 0,07 	 2 512,07 	 2 261,42 	 17 629,92 	 424,04 	 1 636,89 	 9 496,28 	 14 271,53 	 970,43 	 3 777,43 	 470,16 	 1 076,12 	 922,95 	 72,33 	 748,80 	 1,80 		 729,35 						
12.02.1996	 8 715,42 	 1 104,49 	 2,50 	 28,00 	 155,36 	 81,07 	 9 200,00 	 2 006,56 	 11 500,00 	 18 135,94 	 172,98 	 176,00 	 8 416,89 	 38 435,83 	 1 017,00 	 20 947,18 	 2 875,00 	 2 526,00 	 7 766,60 	 6 938,16 	 1 781,70 	 4 512,99 	 2,43 	 3,80 	 16 737,50 	 8 118,60 	 381,21 	 38,00 	 5,80 	 319,00 		 0,07 	 2 512,07 	 2 261,42 	 17 629,92 	 424,04 	 1 636,89 	 9 496,28 	 14 271,53 	 970,43 	 3 777,43 	 470,16 	 1 076,12 	 922,95 	 72,33 	 748,80 	 1,80 		 729,35 						
13.02.1996	 8 715,42 	 1 104,49 	 2,50 	 28,00 	 155,36 	 81,07 	 9 200,00 	 2 006,56 	 11 500,00 	 18 135,94 	 172,98 	 176,00 	 8 416,89 	 38 435,83 	 1 017,00 	 20 947,18 	 2 875,00 	 2 526,00 	 7 766,60 	 6 938,16 	 1 781,70 	 4 512,99 	 2,43 	 3,80 	 16 737,50 	 8 118,60 	 381,21 	 38,00 	 5,80 	 319,00 		 0,07 	 2 512,07 	 2 261,42 	 17 629,92 	 424,04 	 1 636,89 	 9 496,28 	 14 271,53 	 970,43 	 3 777,43 	 470,16 	 1 076,12 	 922,95 	 72,33 	 748,80 	 1,80 		 729,35 						
14.02.1996	 8 662,25 	 1 108,38 	 2,50 	 28,00 	 154,67 	 81,25 	 9 200,00 	 2 015,25 	 11 500,00 	 18 087,45 	 172,88 	 176,00 	 8 372,77 	 38 435,83 	 1 017,00 	 21 023,77 	 2 875,00 	 2 526,00 	 7 793,44 	 6 962,10 	 1 784,05 	 4 517,07 	 2,41 	 3,97 	 16 780,97 	 8 124,34 	 382,10 	 38,00 	 4,70 	 319,00 		 0,06 	 2 504,03 	 2 265,21 	 17 594,86 	 425,82 	 1 660,00 	 9 551,50 	 14 328,43 	 975,73 	 3 790,38 	 473,06 	 1 075,42 	 926,34 	 72,35 	 750,31 	 1,79 		 731,95 						
15.02.1996	 8 662,25 	 1 108,38 	 2,50 	 28,00 	 154,67 	 81,25 	 9 200,00 	 2 015,25 	 11 500,00 	 18 087,45 	 172,88 	 176,00 	 8 372,77 	 38 435,83 	 1 017,00 	 21 023,77 	 2 875,00 	 2 526,00 	 7 793,44 	 6 962,10 	 1 784,05 	 4 517,07 	 2,41 	 3,97 	 16 780,97 	 8 124,34 	 382,10 	 38,00 	 4,70 	 319,00 		 0,06 	 2 504,03 	 2 265,21 	 17 594,86 	 425,82 	 1 660,00 	 9 551,50 	 14 328,43 	 975,73 	 3 790,38 	 473,06 	 1 075,42 	 926,34 	 72,35 	 750,31 	 1,79 		 731,95 						
16.02.1996	 8 691,12 	 1 115,69 	 2,50 	 28,00 	 154,19 	 81,30 	 9 200,00 	 2 027,50 	 11 500,00 	 18 212,54 	 173,09 	 176,00 	 8 339,98 	 38 474,41 	 1 017,00 	 21 054,56 	 2 875,00 	 2 527,00 	 7 844,47 	 7 007,92 	 1 794,35 	 4 525,60 	 2,41 	 3,94 	 16 810,41 	 8 138,71 	 383,69 	 38,00 	 4,70 	 318,00 		 0,07 	 2 505,99 	 2 276,19 	 17 713,45 	 427,86 	 1 654,30 	 9 624,24 	 14 383,63 	 980,93 	 3 814,26 	 474,05 	 1 087,16 	 929,93 	 72,37 	 754,20 	 1,79 		 723,95 						
17.02.1996	 8 691,12 	 1 115,69 	 2,50 	 28,00 	 154,19 	 81,30 	 9 200,00 	 2 027,50 	 11 500,00 	 18 212,54 	 173,09 	 176,00 	 8 339,98 	 38 474,41 	 1 017,00 	 21 054,56 	 2 875,00 	 2 527,00 	 7 844,47 	 7 007,92 	 1 794,35 	 4 525,60 	 2,41 	 3,94 	 16 810,41 	 8 138,71 	 383,69 	 38,00 	 4,70 	 318,00 		 0,07 	 2 505,99 	 2 276,19 	 17 713,45 	 427,86 	 1 654,30 	 9 624,24 	 14 383,63 	 980,93 	 3 814,26 	 474,05 	 1 087,16 	 929,93 	 72,37 	 754,20 	 1,79 		 723,95 						
18.02.1996	 8 691,12 	 1 115,69 	 2,50 	 28,00 	 154,19 	 81,30 	 9 200,00 	 2 027,50 	 11 500,00 	 18 212,54 	 173,09 	 176,00 	 8 339,98 	 38 474,41 	 1 017,00 	 21 054,56 	 2 875,00 	 2 527,00 	 7 844,47 	 7 007,92 	 1 794,35 	 4 525,60 	 2,41 	 3,94 	 16 810,41 	 8 138,71 	 383,69 	 38,00 	 4,70 	 318,00 		 0,07 	 2 505,99 	 2 276,19 	 17 713,45 	 427,86 	 1 654,30 	 9 624,24 	 14 383,63 	 980,93 	 3 814,26 	 474,05 	 1 087,16 	 929,93 	 72,37 	 754,20 	 1,79 		 723,95 						
19.02.1996	 8 691,12 	 1 115,69 	 2,50 	 28,00 	 154,19 	 81,30 	 9 200,00 	 2 027,50 	 11 500,00 	 18 212,54 	 173,09 	 176,00 	 8 339,98 	 38 474,41 	 1 017,00 	 21 054,56 	 2 875,00 	 2 527,00 	 7 844,47 	 7 007,92 	 1 794,35 	 4 525,60 	 2,41 	 3,94 	 16 810,41 	 8 138,71 	 383,69 	 38,00 	 4,70 	 318,00 		 0,07 	 2 505,99 	 2 276,19 	 17 713,45 	 427,86 	 1 654,30 	 9 624,24 	 14 383,63 	 980,93 	 3 814,26 	 474,05 	 1 087,16 	 929,93 	 72,37 	 754,20 	 1,79 		 723,95 						
20.02.1996	 8 691,12 	 1 115,69 	 2,50 	 28,00 	 154,19 	 81,30 	 9 200,00 	 2 027,50 	 11 500,00 	 18 212,54 	 173,09 	 176,00 	 8 339,98 	 38 474,41 	 1 017,00 	 21 054,56 	 2 875,00 	 2 527,00 	 7 844,47 	 7 007,92 	 1 794,35 	 4 525,60 	 2,41 	 3,94 	 16 810,41 	 8 138,71 	 383,69 	 38,00 	 4,70 	 318,00 		 0,07 	 2 505,99 	 2 276,19 	 17 713,45 	 427,86 	 1 654,30 	 9 624,24 	 14 383,63 	 980,93 	 3 814,26 	 474,05 	 1 087,16 	 929,93 	 72,37 	 754,20 	 1,79 		 723,95 						
21.02.1996	 8 700,26 	 1 124,42 	 2,50 	 28,00 	 152,45 	 81,23 	 9 156,00 	 2 042,92 	 11 500,00 	 18 277,18 	 174,80 	 176,00 	 8 317,06 	 38 551,79 	 1 020,00 	 21 151,37 	 2 875,00 	 2 525,00 	 7 905,41 	 7 060,85 	 1 808,03 	 4 538,28 	 2,40 	 3,71 	 16 798,13 	 8 214,29 	 385,53 	 38,00 	 4,70 	 317,00 		 0,06 	 2 524,14 	 2 296,33 	 17 733,23 	 426,86 	 1 662,19 	 9 723,51 	 14 500,06 	 988,14 	 3 843,58 	 475,19 	 1 087,42 	 937,32 	 72,37 	 758,03 	 1,76 		 724,41 						
22.02.1996	 8 700,26 	 1 124,42 	 2,50 	 28,00 	 152,45 	 81,23 	 9 156,00 	 2 042,92 	 11 500,00 	 18 277,18 	 174,80 	 176,00 	 8 317,06 	 38 551,79 	 1 020,00 	 21 151,37 	 2 875,00 	 2 525,00 	 7 905,41 	 7 060,85 	 1 808,03 	 4 538,28 	 2,40 	 3,71 	 16 798,13 	 8 214,29 	 385,53 	 38,00 	 4,70 	 317,00 		 0,06 	 2 524,14 	 2 296,33 	 17 733,23 	 426,86 	 1 662,19 	 9 723,51 	 14 500,06 	 988,14 	 3 843,58 	 475,19 	 1 087,42 	 937,32 	 72,37 	 758,03 	 1,76 		 724,41 						
23.02.1996	 8 657,77 	 1 124,64 	 2,50 	 28,00 	 152,61 	 81,25 	 9 156,00 	 2 045,39 	 11 500,00 	 18 250,49 	 174,56 	 176,00 	 8 351,49 	 38 461,54 	 1 015,00 	 21 371,49 	 2 875,00 	 2 522,00 	 7 909,76 	 7 064,32 	 1 808,83 	 4 489,56 	 2,40 	 3,67 	 16 864,64 	 8 179,23 	 385,78 	 38,00 	 4,70 	 310,00 		 0,06 	 2 557,54 	 2 297,11 	 17 734,73 	 426,76 	 1 706,43 	 9 700,55 	 14 521,63 	 989,09 	 3 846,15 	 477,91 	 1 092,58 	 939,24 	 72,37 	 758,83 	 1,76 		 731,90 						
24.02.1996	 8 657,77 	 1 124,64 	 2,50 	 28,00 	 152,61 	 81,25 	 9 156,00 	 2 045,39 	 11 500,00 	 18 250,49 	 174,56 	 176,00 	 8 351,49 	 38 461,54 	 1 015,00 	 21 371,49 	 2 875,00 	 2 522,00 	 7 909,76 	 7 064,32 	 1 808,83 	 4 489,56 	 2,40 	 3,67 	 16 864,64 	 8 179,23 	 385,78 	 38,00 	 4,70 	 310,00 		 0,06 	 2 557,54 	 2 297,11 	 17 734,73 	 426,76 	 1 706,43 	 9 700,55 	 14 521,63 	 989,09 	 3 846,15 	 477,91 	 1 092,58 	 939,24 	 72,37 	 758,83 	 1,76 		 731,90 						
25.02.1996	 8 657,77 	 1 124,64 	 2,50 	 28,00 	 152,61 	 81,25 	 9 156,00 	 2 045,39 	 11 500,00 	 18 250,49 	 174,56 	 176,00 	 8 351,49 	 38 461,54 	 1 015,00 	 21 371,49 	 2 875,00 	 2 522,00 	 7 909,76 	 7 064,32 	 1 808,83 	 4 489,56 	 2,40 	 3,67 	 16 864,64 	 8 179,23 	 385,78 	 38,00 	 4,70 	 310,00 		 0,06 	 2 557,54 	 2 297,11 	 17 734,73 	 426,76 	 1 706,43 	 9 700,55 	 14 521,63 	 989,09 	 3 846,15 	 477,91 	 1 092,58 	 939,24 	 72,37 	 758,83 	 1,76 		 731,90 						
26.02.1996	 8 657,77 	 1 124,64 	 2,50 	 28,00 	 152,61 	 81,25 	 9 156,00 	 2 045,39 	 11 500,00 	 18 250,49 	 174,56 	 176,00 	 8 351,49 	 38 461,54 	 1 015,00 	 21 371,49 	 2 875,00 	 2 522,00 	 7 909,76 	 7 064,32 	 1 808,83 	 4 489,56 	 2,40 	 3,67 	 16 864,64 	 8 179,23 	 385,78 	 38,00 	 4,70 	 310,00 		 0,06 	 2 557,54 	 2 297,11 	 17 734,73 	 426,76 	 1 706,43 	 9 700,55 	 14 521,63 	 989,09 	 3 846,15 	 477,91 	 1 092,58 	 939,24 	 72,37 	 758,83 	 1,76 		 731,90 						
27.02.1996	 8 657,77 	 1 124,64 	 2,50 	 28,00 	 152,61 	 81,25 	 9 156,00 	 2 045,39 	 11 500,00 	 18 250,49 	 174,56 	 176,00 	 8 351,49 	 38 461,54 	 1 015,00 	 21 371,49 	 2 875,00 	 2 522,00 	 7 909,76 	 7 064,32 	 1 808,83 	 4 489,56 	 2,40 	 3,67 	 16 864,64 	 8 179,23 	 385,78 	 38,00 	 4,70 	 310,00 		 0,06 	 2 557,54 	 2 297,11 	 17 734,73 	 426,76 	 1 706,43 	 9 700,55 	 14 521,63 	 989,09 	 3 846,15 	 477,91 	 1 092,58 	 939,24 	 72,37 	 758,83 	 1,76 		 731,90 						
28.02.1996	 8 719,88 	 1 125,80 	 2,50 	 28,00 	 151,44 	 81,42 	 9 126,00 	 2 048,30 	 11 500,00 	 18 257,39 	 175,39 	 176,00 	 8 373,99 	 38 551,79 	 1 008,00 	 21 050,70 	 2 875,00 	 2 521,00 	 7 920,11 	 7 072,14 	 1 813,51 	 4 522,22 	 2,38 	 3,98 	 16 931,68 	 8 173,42 	 386,07 	 38,00 	 4,70 	 311,00 		 0,07 	 2 552,72 	 2 304,47 	 17 706,55 	 426,26 	 1 714,45 	 9 737,51 	 14 597,52 	 991,76 	 3 850,02 	 480,17 	 1 104,87 	 939,73 	 72,42 	 761,36 	 1,75 		 738,36 						
29.02.1996	 8 719,88 	 1 125,80 	 2,50 	 28,00 	 151,44 	 81,42 	 9 126,00 	 2 048,30 	 11 500,00 	 18 257,39 	 175,39 	 176,00 	 8 373,99 	 38 551,79 	 1 008,00 	 21 050,70 	 2 875,00 	 2 521,00 	 7 920,11 	 7 072,14 	 1 813,51 	 4 522,22 	 2,38 	 3,98 	 16 931,68 	 8 173,42 	 386,07 	 38,00 	 4,70 	 311,00 		 0,07 	 2 552,72 	 2 304,47 	 17 706,55 	 426,26 	 1 714,45 	 9 737,51 	 14 597,52 	 991,76 	 3 850,02 	 480,17 	 1 104,87 	 939,73 	 72,42 	 761,36 	 1,75 		 738,36 						
01.03.1996	 8 786,00 	 1 113,96 	 2,50 	 28,00 	 149,84 	 81,07 	 9 126,00 	 2 028,00 	 11 500,00 	 18 124,51 	 174,77 	 176,00 	 8 380,09 	 38 513,06 	 1 008,00 	 21 019,92 	 2 875,00 	 2 521,00 	 7 834,85 	 6 998,11 	 1 798,96 	 4 495,17 	 2,37 	 3,77 	 16 914,25 	 8 153,14 	 383,42 	 38,00 	 4,70 	 312,00 		 0,07 	 2 537,40 	 2 287,01 	 17 619,12 	 421,91 	 1 707,30 	 9 609,76 	 14 505,55 	 979,60 	 3 812,74 	 477,65 	 10 967,50 	 930,80 	 72,44 	 755,06 	 1,74 		 741,48 						
02.03.1996	 8 786,00 	 1 113,96 	 2,50 	 28,00 	 149,84 	 81,07 	 9 126,00 	 2 028,00 	 11 500,00 	 18 124,51 	 174,77 	 176,00 	 8 380,09 	 38 513,06 	 1 008,00 	 21 019,92 	 2 875,00 	 2 521,00 	 7 834,85 	 6 998,11 	 1 798,96 	 4 495,17 	 2,37 	 3,77 	 16 914,25 	 8 153,14 	 383,42 	 38,00 	 4,70 	 312,00 		 0,07 	 2 537,40 	 2 287,01 	 17 619,12 	 421,91 	 1 707,30 	 9 609,76 	 14 505,55 	 979,60 	 3 812,74 	 477,65 	 10 967,50 	 930,80 	 72,44 	 755,06 	 1,74 		 741,48 						
03.03.1996	 8 786,00 	 1 113,96 	 2,50 	 28,00 	 149,84 	 81,07 	 9 126,00 	 2 028,00 	 11 500,00 	 18 124,51 	 174,77 	 176,00 	 8 380,09 	 38 513,06 	 1 008,00 	 21 019,92 	 2 875,00 	 2 521,00 	 7 834,85 	 6 998,11 	 1 798,96 	 4 495,17 	 2,37 	 3,77 	 16 914,25 	 8 153,14 	 383,42 	 38,00 	 4,70 	 312,00 		 0,07 	 2 537,40 	 2 287,01 	 17 619,12 	 421,91 	 1 707,30 	 9 609,76 	 14 505,55 	 979,60 	 3 812,74 	 477,65 	 10 967,50 	 930,80 	 72,44 	 755,06 	 1,74 		 741,48 						
04.03.1996	 8 786,00 	 1 113,96 	 2,50 	 28,00 	 149,84 	 81,07 	 9 126,00 	 2 028,00 	 11 500,00 	 18 124,51 	 174,77 	 176,00 	 8 380,09 	 38 513,06 	 1 008,00 	 21 019,92 	 2 875,00 	 2 521,00 	 7 834,85 	 6 998,11 	 1 798,96 	 4 495,17 	 2,37 	 3,77 	 16 914,25 	 8 153,14 	 383,42 	 38,00 	 4,70 	 312,00 		 0,07 	 2 537,40 	 2 287,01 	 17 619,12 	 421,91 	 1 707,30 	 9 609,76 	 14 505,55 	 979,60 	 3 812,74 	 477,65 	 10 967,50 	 930,80 	 72,44 	 755,06 	 1,74 		 741,48 						
05.03.1996	 8 786,00 	 1 113,96 	 2,50 	 28,00 	 149,84 	 81,07 	 9 126,00 	 2 028,00 	 11 500,00 	 18 124,51 	 174,77 	 176,00 	 8 380,09 	 38 513,06 	 1 008,00 	 21 019,92 	 2 875,00 	 2 521,00 	 7 834,85 	 6 998,11 	 1 798,96 	 4 495,17 	 2,37 	 3,77 	 16 914,25 	 8 153,14 	 383,42 	 38,00 	 4,70 	 312,00 		 0,07 	 2 537,40 	 2 287,01 	 17 619,12 	 421,91 	 1 707,30 	 9 609,76 	 14 505,55 	 979,60 	 3 812,74 	 477,65 	 10 967,50 	 930,80 	 72,44 	 755,06 	 1,74 		 741,48 						
06.03.1996	 8 710,68 	 1 104,97 	 2,50 	 28,00 	 147,70 	 80,96 	 9 126,00 	 2 012,85 	 11 500,00 	 18 064,21 	 173,45 	 176,00 	 8 395,39 	 38 487,28 	 1 008,00 	 21 046,85 	 2 875,00 	 2 518,00 	 7 770,27 	 6 940,67 	 1 785,38 	 4 470,36 	 2,37 	 3,73 	 16 891,89 	 8 145,63 	 381,45 	 41,00 	 4,60 	 313,00 		 0,06 	 2 506,98 	 2 267,44 	 17 563,96 	 422,02 	 1 679,03 	 9 557,85 	 14 441,12 	 970,07 	 3 779,17 	 476,33 	 10 949,80 	 917,39 	 72,46 	 748,41 	 1,72 		 740,43 						
07.03.1996	 8 710,68 	 1 104,97 	 2,50 	 28,00 	 147,70 	 80,96 	 9 126,00 	 2 012,85 	 11 500,00 	 18 064,21 	 173,45 	 176,00 	 8 395,39 	 38 487,28 	 1 008,00 	 21 046,85 	 2 875,00 	 2 518,00 	 7 770,27 	 6 940,67 	 1 785,38 	 4 470,36 	 2,37 	 3,73 	 16 891,89 	 8 145,63 	 381,45 	 41,00 	 4,60 	 313,00 		 0,06 	 2 506,98 	 2 267,44 	 17 563,96 	 422,02 	 1 679,03 	 9 557,85 	 14 441,12 	 970,07 	 3 779,17 	 476,33 	 10 949,80 	 917,39 	 72,46 	 748,41 	 1,72 		 740,43 						
08.03.1996	 8 784,27 	 1 101,59 	 2,50 	 28,00 	 147,48 	 80,61 	 9 126,00 	 2 006,07 	 11 500,00 	 18 011,87 	 173,22 	 176,00 	 8 386,20 	 38 422,99 	 1 013,00 	 21 139,71 	 2 875,00 	 2 518,00 	 7 746,72 	 6 920,62 	 1 781,01 	 4 462,55 	 2,37 	 4,01 	 16 815,82 	 8 148,52 	 380,92 	 41,00 	 4,60 	 313,00 		 0,06 	 2 495,33 	 2 263,29 	 17 550,15 	 421,59 	 1 685,72 	 9 534,07 	 14 374,43 	 968,50 	 3 769,26 	 474,15 	 1 090,56 	 918,46 	 72,46 	 746,66 	 1,71 		 735,13 						
09.03.1996	 8 784,27 	 1 101,59 	 2,50 	 28,00 	 147,48 	 80,61 	 9 126,00 	 2 006,07 	 11 500,00 	 18 011,87 	 173,22 	 176,00 	 8 386,20 	 38 422,99 	 1 013,00 	 21 139,71 	 2 875,00 	 2 518,00 	 7 746,72 	 6 920,62 	 1 781,01 	 4 462,55 	 2,37 	 4,01 	 16 815,82 	 8 148,52 	 380,92 	 41,00 	 4,60 	 313,00 		 0,06 	 2 495,33 	 2 263,29 	 17 550,15 	 421,59 	 1 685,72 	 9 534,07 	 14 374,43 	 968,50 	 3 769,26 	 474,15 	 1 090,56 	 918,46 	 72,46 	 746,66 	 1,71 		 735,13 						
10.03.1996	 8 784,27 	 1 101,59 	 2,50 	 28,00 	 147,48 	 80,61 	 9 126,00 	 2 006,07 	 11 500,00 	 18 011,87 	 173,22 	 176,00 	 8 386,20 	 38 422,99 	 1 013,00 	 21 139,71 	 2 875,00 	 2 518,00 	 7 746,72 	 6 920,62 	 1 781,01 	 4 462,55 	 2,37 	 4,01 	 16 815,82 	 8 148,52 	 380,92 	 41,00 	 4,60 	 313,00 		 0,06 	 2 495,33 	 2 263,29 	 17 550,15 	 421,59 	 1 685,72 	 9 534,07 	 14 374,43 	 968,50 	 3 769,26 	 474,15 	 1 090,56 	 918,46 	 72,46 	 746,66 	 1,71 		 735,13 						
11.03.1996	 8 784,27 	 1 101,59 	 2,50 	 28,00 	 147,48 	 80,61 	 9 126,00 	 2 006,07 	 11 500,00 	 18 011,87 	 173,22 	 176,00 	 8 386,20 	 38 422,99 	 1 013,00 	 21 139,71 	 2 875,00 	 2 518,00 	 7 746,72 	 6 920,62 	 1 781,01 	 4 462,55 	 2,37 	 4,01 	 16 815,82 	 8 148,52 	 380,92 	 41,00 	 4,60 	 313,00 		 0,06 	 2 495,33 	 2 263,29 	 17 550,15 	 421,59 	 1 685,72 	 9 534,07 	 14 374,43 	 968,50 	 3 769,26 	 474,15 	 1 090,56 	 918,46 	 72,46 	 746,66 	 1,71 		 735,13 						
12.03.1996	 8 784,27 	 1 101,59 	 2,50 	 28,00 	 147,48 	 80,61 	 9 126,00 	 2 006,07 	 11 500,00 	 18 011,87 	 173,22 	 176,00 	 8 386,20 	 38 422,99 	 1 013,00 	 21 139,71 	 2 875,00 	 2 518,00 	 7 746,72 	 6 920,62 	 1 781,01 	 4 462,55 	 2,37 	 4,01 	 16 815,82 	 8 148,52 	 380,92 	 41,00 	 4,60 	 313,00 		 0,06 	 2 495,33 	 2 263,29 	 17 550,15 	 421,59 	 1 685,72 	 9 534,07 	 14 374,43 	 968,50 	 3 769,26 	 474,15 	 1 090,56 	 918,46 	 72,46 	 746,66 	 1,71 		 735,13 						
13.03.1996	 8 846,37 	 1 102,22 	 2,50 	 28,00 	 147,28 	 80,43 	 9 126,00 	 2 007,02 	 11 500,00 	 18 008,99 	 172,88 	 176,00 	 8 421,21 	 38 435,83 	 1 013,00 	 21 202,06 	 2 875,00 	 2 518,00 	 7 753,51 	 6 925,62 	 1 783,64 	 4 460,13 	 2,37 	 4,00 	 16 798,62 	 8 167,61 	 381,12 	 41,00 	 4,60 	 314,00 		 0,06 	 2 498,42 	 2 264,89 	 17 506,44 	 421,57 	 1 685,82 	 9 558,64 	 14 358,33 	 969,87 	 3 769,26 	 473,99 	 1 088,50 	 922,32 	 72,51 	 749,48 	 1,69 		 735,60 						
14.03.1996	 8 846,37 	 1 102,22 	 2,50 	 28,00 	 147,28 	 80,43 	 9 126,00 	 2 007,02 	 11 500,00 	 18 008,99 	 172,88 	 176,00 	 8 421,21 	 38 435,83 	 1 013,00 	 21 202,06 	 2 875,00 	 2 518,00 	 7 753,51 	 6 925,62 	 1 783,64 	 4 460,13 	 2,37 	 4,00 	 16 798,62 	 8 167,61 	 381,12 	 41,00 	 4,60 	 314,00 		 0,06 	 2 498,42 	 2 264,89 	 17 506,44 	 421,57 	 1 685,82 	 9 558,64 	 14 358,33 	 969,87 	 3 769,26 	 473,99 	 1 088,50 	 922,32 	 72,51 	 749,48 	 1,69 		 735,60 						
15.03.1996	 8 919,98 	 1 110,84 	 2,50 	 28,00 	 147,24 	 80,52 	 9 126,00 	 2 022,23 	 11 500,00 	 18 069,94 	 173,51 	 176,00 	 8 402,75 	 38 474,41 	 1 008,00 	 21 260,86 	 2 875,00 	 2 518,00 	 7 813,56 	 6 980,27 	 1 795,78 	 4 474,19 	 2,37 	 3,97 	 16 816,80 	 8 172,26 	 383,02 	 41,00 	 4,60 	 315,00 		 0,06 	 2 505,12 	 2 280,71 	 17 525,41 	 423,40 	 1 695,87 	 9 671,99 	 14 427,32 	 976,86 	 3 799,14 	 475,95 	 1 091,96 	 929,78 	 72,51 	 755,49 	 1,69 		 731,99 						
16.03.1996	 8 919,98 	 1 110,84 	 2,50 	 28,00 	 147,24 	 80,52 	 9 126,00 	 2 022,23 	 11 500,00 	 18 069,94 	 173,51 	 176,00 	 8 402,75 	 38 474,41 	 1 008,00 	 21 260,86 	 2 875,00 	 2 518,00 	 7 813,56 	 6 980,27 	 1 795,78 	 4 474,19 	 2,37 	 3,97 	 16 816,80 	 8 172,26 	 383,02 	 41,00 	 4,60 	 315,00 		 0,06 	 2 505,12 	 2 280,71 	 17 525,41 	 423,40 	 1 695,87 	 9 671,99 	 14 427,32 	 976,86 	 3 799,14 	 475,95 	 1 091,96 	 929,78 	 72,51 	 755,49 	 1,69 		 731,99 						
